date,content
11/08/2020,"('mask', 119)
('wear', 42)
('people', 37)
('it’s', 36)
('vaccine', 32)
('i’m', 26)
('wearing', 26)
('quarantine', 21)
('mask.', 21)
('trump', 19)
('day', 18)
('cases', 17)
('face', 16)
('college', 16)
('spread', 15)
('@realdonaldtrump', 14)
('social', 14)
('good', 14)
('y’all', 14)
('#covid19', 14)
"
12/08/2020,"('mask', 122)
('people', 42)
('wear', 30)
('it’s', 28)
('i’m', 25)
('cases', 25)
('wearing', 23)
('trump', 22)
('it.', 21)
('@realdonaldtrump', 19)
('quarantine', 19)
('school', 15)
('pandemic', 14)
('big', 14)
('kids', 14)
('mask.', 14)
('positive', 12)
('safety', 12)
('face', 12)
('deaths', 12)
"
13/08/2020,"('mask', 126)
('wear', 51)
('wearing', 31)
('people', 30)
('it’s', 25)
('i’m', 24)
('trump', 21)
('quarantine', 20)
('cases', 19)
('day', 17)
('face', 15)
('@realdonaldtrump', 14)
('can’t', 14)
('masks', 13)
('vote', 13)
('mask.', 11)
('mask,', 11)
('china', 11)
('biden', 11)
('health', 11)
"
14/08/2020,"('mask', 124)
('wear', 48)
('people', 40)
('it’s', 36)
('i’m', 32)
('@realdonaldtrump', 24)
('i’ve', 23)
('quarantine', 22)
('mask.', 21)
('wearing', 21)
('trump', 20)
('vote', 20)
('school', 19)
('face', 17)
('can’t', 17)
('vaccine', 17)
('kids', 16)
('cases', 16)
('immunity', 15)
('day', 14)
"
15/08/2020,"('mask', 95)
('people', 56)
('it’s', 31)
('quarantine', 31)
('i’m', 29)
('wear', 27)
('life', 25)
('wearing', 21)
('that’s', 18)
('masks', 17)
('mask.', 16)
('trump', 16)
('cases', 14)
('2', 14)
('can’t', 13)
('good', 13)
('it.', 12)
('day', 12)
('love', 12)
('vaccine', 12)
"
16/08/2020,"('mask', 122)
('wear', 50)
('i’m', 42)
('it’s', 35)
('people', 34)
('quarantine', 30)
('wearing', 25)
('mask.', 23)
('health', 21)
('free', 19)
('trump', 17)
('women', 16)
('social', 15)
('can’t', 14)
('@realdonaldtrump', 14)
('mask,', 14)
('person', 14)
('start', 13)
('vote', 13)
('week', 12)
"
17/08/2020,"('mask', 109)
('wear', 46)
('people', 42)
('quarantine', 28)
('it’s', 28)
('i’m', 24)
('today', 17)
('trump', 16)
('wearing', 16)
('@realdonaldtrump', 15)
('mask.', 15)
('work', 15)
('day', 15)
('can’t', 14)
('care', 14)
('face', 13)
('students', 13)
('testing', 12)
('kids', 12)
('cases', 12)
"
18/08/2020,"('mask', 105)
('wear', 38)
('people', 35)
('quarantine', 23)
('wearing', 21)
('it’s', 20)
('i’m', 18)
('cases', 16)
('that’s', 16)
('can’t', 16)
('today', 15)
('trump', 15)
('work', 14)
('face', 14)
('health', 13)
('day', 12)
('care', 12)
('6', 12)
('students', 12)
('good', 12)
"
19/08/2020,"('mask', 104)
('people', 43)
('wear', 36)
('trump', 32)
('it’s', 28)
('@realdonaldtrump', 27)
('wearing', 23)
('i’m', 23)
('quarantine', 22)
('students', 17)
('2', 16)
('work', 16)
('positive', 15)
('face', 15)
('day', 14)
('vaccine', 14)
('health', 13)
('deaths', 13)
('today', 13)
('feel', 12)
"
20/08/2020,"('mask', 107)
('wear', 42)
('people', 40)
('i’m', 36)
('wearing', 29)
('quarantine', 25)
('it’s', 25)
('support', 22)
('trump', 21)
('let’s', 21)
('mask.', 21)
('mask,', 20)
('august', 18)
('life', 17)
('join', 17)
('stand', 17)
('distanced', 16)
('cn', 16)
('@realdonaldtrump', 16)
('world’s', 15)
"
21/08/2020,"('mask', 123)
('people', 43)
('wear', 30)
('it’s', 27)
('i’m', 27)
('quarantine', 23)
('trump', 21)
('great', 19)
('wearing', 18)
('year', 17)
('face', 16)
('stay', 16)
('cases', 16)
('help', 15)
('that’s', 14)
('love', 14)
('@realdonaldtrump', 14)
('you’re', 13)
('test', 13)
('mask.', 13)
"
22/08/2020,"('mask', 110)
('people', 42)
('wear', 41)
('quarantine', 30)
('@realdonaldtrump', 27)
('it’s', 22)
('wearing', 22)
('i’m', 21)
('2', 20)
('trump', 18)
('stay', 17)
('positive', 16)
('social', 15)
('cases', 15)
('mask.', 15)
('good', 15)
('you’re', 13)
('face', 12)
('test', 12)
('day', 12)
"
23/08/2020,"('mask', 94)
('people', 47)
('trump', 45)
('wear', 41)
('it’s', 29)
('i’m', 27)
('wearing', 25)
('deaths', 21)
('quarantine', 18)
('vaccine', 18)
('@realdonaldtrump', 18)
('mask.', 17)
('plasma', 17)
('day', 15)
('today', 13)
('fda', 13)
('republicans', 12)
('death', 12)
('school', 12)
('good', 12)
"
24/08/2020,"('mask', 99)
('i’m', 43)
('people', 40)
('wear', 32)
('wearing', 32)
('it’s', 27)
('quarantine', 23)
('@realdonaldtrump', 20)
('cases', 19)
('mask,', 16)
('2', 16)
('mask.', 16)
('trump', 16)
('that’s', 14)
('good', 13)
('deaths', 13)
('family', 13)
('you’re', 12)
('school', 12)
('days', 12)
"
25/08/2020,"('mask', 108)
('trump\nwho', 60)
('people', 54)
('it’s', 35)
('trump', 33)
('called', 32)
('i’m', 32)
('wear', 31)
('good', 29)
('quarantine', 28)
('day', 24)
('wearing', 22)
('created', 20)
('social', 18)
('hoax', 18)
('school', 17)
('players', 16)
('calling', 16)
('attention', 16)
('too?', 16)
"
26/08/2020,"('mask', 99)
('people', 53)
('wear', 43)
('it’s', 33)
('i’m', 27)
('quarantine', 25)
('wearing', 24)
('cases', 24)
('trump', 22)
('good', 17)
('testing', 16)
('deaths', 16)
('health', 15)
('work', 14)
('face', 14)
('sports', 13)
('stay', 13)
('@realdonaldtrump', 13)
('cdc', 13)
('black', 13)
"
27/08/2020,"('mask', 72)
('people', 53)
('trump', 39)
('quarantine', 29)
('it’s', 28)
('wearing', 25)
('wear', 23)
('mask.', 21)
('@realdonaldtrump', 20)
('can’t', 18)
('i’m', 18)
('good', 18)
('day', 15)
('stay', 14)
('live', 14)
('cases', 13)
('social', 12)
('better', 12)
('white', 12)
('months', 12)
"
28/08/2020,"('mask', 117)
('people', 48)
('wear', 39)
('wearing', 32)
('@realdonaldtrump', 31)
('quarantine', 29)
('it’s', 24)
('trump', 21)
('face', 18)
('positive', 18)
('social', 17)
('mask.', 15)
('i’m', 14)
('great', 13)
('spread', 13)
('masks', 13)
('love', 12)
('white', 11)
('students', 11)
('2', 11)
"
29/08/2020,"('mask', 136)
('people', 52)
('wearing', 37)
('i’m', 37)
('wear', 34)
('trump', 26)
('quarantine', 23)
('it’s', 21)
('cases', 19)
('vote', 18)
('face', 17)
('mask.', 16)
('@realdonaldtrump', 14)
('masks', 12)
('help', 12)
('school', 12)
('it.', 12)
('good', 12)
('months', 11)
('love', 11)
"
30/08/2020,"('mask', 105)
('people', 57)
('wear', 31)
('trump', 31)
('it’s', 29)
('deaths', 25)
('cases', 23)
('quarantine', 20)
('wearing', 20)
('died', 20)
('@realdonaldtrump', 19)
('face', 17)
('mask.', 15)
('year', 15)
('i’m', 14)
('job', 14)
('good', 14)
('well', 13)
('dr.', 13)
('that’s', 12)
"
31/08/2020,"('mask', 85)
('people', 52)
('it’s', 39)
('trump', 34)
('i’m', 29)
('died', 24)
('wear', 22)
('deaths', 20)
('day', 18)
('cases', 18)
('quarantine', 17)
('@realdonaldtrump', 16)
('cdc', 16)
('wearing', 15)
('fighter', 15)
('can’t', 15)
('death', 14)
('definitely', 14)
('year', 14)
('health', 13)
"
01/09/2020,"('mask', 118)
('wear', 44)
('it’s', 39)
('people', 39)
('wearing', 30)
('trump', 28)
('cases', 26)
('deaths', 23)
('mask.', 22)
('health', 21)
('cdc', 18)
('@realdonaldtrump', 18)
('vaccine', 18)
('i’m', 18)
('day', 16)
('good', 15)
('hair', 15)
('pelosi', 13)
('quarantine', 13)
('united', 12)
"
02/09/2020,"('mask', 124)
('wear', 41)
('people', 37)
('wearing', 35)
('vaccine', 33)
('trump', 33)
('i’m', 30)
('quarantine', 26)
('@realdonaldtrump', 26)
('it’s', 20)
('hair', 16)
('mask.', 15)
('face', 14)
('public', 14)
('cdc', 13)
('@speakerpelosi', 13)
('2', 13)
('can’t', 13)
('positive', 13)
('it.', 12)
"
03/09/2020,"('mask', 121)
('people', 39)
('wear', 39)
('wearing', 36)
('it’s', 33)
('@realdonaldtrump', 28)
('mask.', 27)
('vaccine', 26)
('quarantine', 25)
('trump', 22)
('face', 19)
('i’m', 16)
('months', 16)
('school', 15)
('2', 14)
('13', 13)
('can’t', 12)
('it.', 12)
('work', 12)
('country', 11)
"
04/09/2020,"('mask', 128)
('wear', 42)
('people', 40)
('trump', 35)
('it’s', 34)
('i’m', 26)
('wearing', 25)
('vaccine', 23)
('day', 20)
('face', 17)
('quarantine', 17)
('mask.', 16)
('love', 12)
('deaths', 12)
('@realdonaldtrump', 12)
('can’t', 12)
('weekend', 12)
('cases', 11)
('3', 11)
('pandemic', 11)
"
05/09/2020,"('mask', 138)
('wear', 56)
('people', 35)
('wearing', 31)
('trump', 29)
('it’s', 26)
('vaccine', 21)
('day', 19)
('mask.', 18)
('good', 18)
('i’m', 18)
('quarantine', 18)
('summer', 17)
('tested', 17)
('negative', 16)
('island', 14)
('well', 14)
('2', 14)
('can’t', 14)
('fun!', 13)
"
06/09/2020,"('mask', 131)
('wear', 40)
('people', 32)
('wearing', 29)
('quarantine', 27)
('it’s', 23)
('i’m', 22)
('@realdonaldtrump', 21)
('vaccine', 20)
('trump', 20)
('cases', 18)
('day', 17)
('health', 17)
('can’t', 16)
('face', 15)
('mask.', 15)
('hope', 13)
('tested', 13)
('it.', 12)
('good', 12)
"
07/09/2020,"('mask', 102)
('vaccine', 54)
('people', 46)
('trump', 44)
('@realdonaldtrump', 33)
('wear', 30)
('quarantine', 26)
('wearing', 23)
('weeks', 22)
('i’m', 20)
('day', 19)
('plans', 18)
('yes.', 17)
('including', 17)
('is.', 17)
('clearly', 17)
('course', 17)
('continues', 16)
('convince', 16)
('everyone,', 16)
"
08/09/2020,"('mask', 115)
('vaccine', 58)
('people', 47)
('trump', 38)
('wear', 35)
('wearing', 29)
('i’m', 21)
('it’s', 19)
('@realdonaldtrump', 19)
('#covid19', 17)
('safe', 17)
('mask.', 16)
('2020', 15)
('work', 14)
('stay', 13)
('help', 13)
('working', 13)
('good', 12)
('quarantine', 12)
('cases', 12)
"
09/09/2020,"('trump', 108)
('mask', 59)
('people', 58)
('@realdonaldtrump', 36)
('deaths', 35)
('knew', 32)
('it’s', 27)
('wear', 23)
('deadly', 22)
('i’m', 22)
('americans', 21)
('president', 21)
('american', 20)
('wearing', 19)
('day', 19)
('woodward', 19)
(""he's"", 18)
('vaccine', 17)
('today', 15)
('news', 14)
"
10/09/2020,"('mask', 81)
('trump', 68)
('people', 54)
('wear', 32)
('it’s', 30)
('i’m', 26)
('@realdonaldtrump', 24)
('wearing', 22)
('vaccine', 21)
('knew', 19)
('day', 18)
('died', 16)
('didn’t', 16)
('school', 16)
('today', 16)
('quarantine', 15)
('doesn’t', 15)
('@potus', 15)
('students', 15)
('americans', 15)
"
11/09/2020,"('mask', 110)
('people', 55)
('trump', 32)
('it’s', 28)
('wear', 24)
('wearing', 23)
('i’m', 22)
('quarantine', 20)
('@realdonaldtrump', 19)
('it.', 17)
('died', 16)
('school', 14)
('kids', 14)
('die', 13)
('vaccine', 13)
('day', 13)
('mask.', 12)
('cases', 12)
('knew', 12)
('number', 11)
"
12/09/2020,"('mask', 114)
('people', 51)
('wear', 42)
('wearing', 41)
('trump', 30)
('it’s', 23)
('@realdonaldtrump', 22)
('i’m', 20)
('mask.', 16)
('quarantine', 16)
('good', 16)
('masks', 15)
('public', 14)
('deaths', 13)
('died', 12)
('die', 12)
('health', 12)
('can’t', 11)
('feel', 11)
(""that's"", 10)
"
13/09/2020,"('mask', 89)
('trump', 54)
('people', 36)
('wearing', 33)
('@realdonaldtrump', 31)
('wear', 30)
('@gopchairwoman', 25)
('it’s', 21)
('biden', 20)
('i’m', 19)
('president', 19)
('quarantine', 18)
('cases', 16)
('year', 15)
('social', 13)
('joe', 13)
('love', 13)
('dead', 12)
('americans', 12)
('country', 11)
"
14/09/2020,"('mask', 101)
('people', 40)
('wear', 39)
('trump', 38)
('wearing', 37)
('cases', 25)
('it’s', 25)
('mask.', 22)
('quarantine', 22)
('vaccine', 21)
('masks', 16)
('@realdonaldtrump', 15)
('i’m', 14)
('kids', 13)
('americans', 12)
('doesn’t', 12)
('health', 12)
('dead', 12)
('science', 11)
('george', 11)
"
15/09/2020,"('mask', 110)
('trump', 49)
('people', 40)
('i’m', 35)
('it’s', 32)
('@realdonaldtrump', 26)
('wear', 25)
('wearing', 24)
('deaths', 20)
('quarantine', 20)
('vaccine', 19)
('mask.', 17)
('today', 15)
('americans', 14)
('school', 14)
('free', 14)
('big', 12)
('i’ve', 12)
('flu', 12)
('health', 12)
"
16/09/2020,"('mask', 106)
('vaccine', 77)
('trump', 65)
('people', 48)
('wear', 44)
('wearing', 23)
('i’m', 23)
('masks', 21)
('it’s', 20)
('mask.', 18)
('help', 17)
('@realdonaldtrump', 16)
('president', 16)
('can’t', 16)
('trust', 15)
('cdc', 14)
('good', 14)
('biden', 14)
('love', 14)
('health', 13)
"
17/09/2020,"('mask', 107)
('people', 56)
('trump', 44)
('wear', 40)
('@realdonaldtrump', 30)
('it’s', 29)
('vaccine', 29)
('wearing', 29)
('cases', 22)
('i’m', 21)
('quarantine', 18)
('health', 15)
('face', 15)
('masks', 15)
('deaths', 13)
('mask.', 13)
('public', 12)
('feel', 12)
('mask,', 12)
('biden', 11)
"
18/09/2020,"('mask', 105)
('people', 46)
('wear', 45)
('trump', 44)
('vaccine', 33)
('@realdonaldtrump', 33)
('i’m', 30)
('it’s', 30)
('wearing', 25)
('can’t', 18)
('mask.', 16)
('quarantine', 15)
('good', 14)
('it.', 14)
('test', 13)
('i’ve', 12)
('fucking', 12)
('cases', 12)
('mask,', 12)
('week', 11)
"
19/09/2020,"('mask', 129)
('people', 41)
('wear', 40)
('wearing', 29)
('it’s', 24)
('trump', 23)
('i’m', 21)
('mask.', 21)
('quarantine', 19)
('face', 17)
('social', 17)
('love', 15)
('deaths', 15)
('@realdonaldtrump', 14)
('good', 13)
('today', 12)
('that’s', 12)
('day', 11)
('it.', 11)
('health', 11)
"
20/09/2020,"('mask', 126)
('people', 38)
('wear', 37)
('wearing', 30)
('i’m', 28)
('quarantine', 27)
('it’s', 26)
('trump', 25)
('cases', 18)
('face', 18)
('vaccine', 15)
('2', 15)
('biden', 14)
('deaths', 14)
('love', 13)
('mask.', 13)
('live', 12)
('gonna', 11)
('health', 11)
('200,000', 11)
"
21/09/2020,"('mask', 102)
('wear', 52)
('trump', 44)
('people', 37)
('it’s', 36)
('wearing', 25)
('i’m', 23)
('quarantine', 22)
('@realdonaldtrump', 19)
('vaccine', 19)
('mask.', 18)
('americans', 16)
('masks', 14)
('health', 14)
('2', 13)
('students', 12)
('vote', 12)
('test', 11)
('mask,', 11)
('i’ve', 10)
"
22/09/2020,"('mask', 93)
('wear', 52)
('people', 52)
('trump', 45)
('it’s', 35)
('wearing', 31)
('200,000', 21)
('deaths', 20)
('@realdonaldtrump', 20)
('quarantine', 18)
('died', 18)
('can’t', 17)
('mask.', 17)
('i’m', 16)
('death', 16)
('americans', 14)
('cases', 14)
('care', 13)
('president', 13)
('health', 12)
"
23/09/2020,"('mask', 110)
('people', 65)
('trump', 40)
('wear', 34)
('wearing', 32)
('vaccine', 27)
('i’m', 26)
('@realdonaldtrump', 23)
('it’s', 21)
('quarantine', 19)
('masks', 17)
('cases', 17)
('work', 14)
('3', 14)
('mask,', 14)
('deaths', 13)
('free', 13)
('day', 13)
('wash', 13)
('today', 12)
"
24/09/2020,"('mask', 140)
('wear', 55)
('people', 40)
('i’m', 37)
('wearing', 37)
('health', 31)
('it’s', 28)
('@realdonaldtrump', 26)
('quarantine', 23)
('trump', 19)
('public', 19)
('test', 17)
('vaccine', 15)
('mask.', 13)
('social', 13)
('it.', 13)
('i’ve', 12)
('masks', 12)
('vote', 12)
('crisis', 12)
"
25/09/2020,"('mask', 114)
('people', 45)
('wear', 42)
('wearing', 34)
('trump', 28)
('i’m', 27)
('mask.', 24)
('@realdonaldtrump', 24)
('quarantine', 20)
('vaccine', 18)
('it’s', 17)
('mask,', 15)
('florida', 15)
('2', 14)
('can’t', 13)
('love', 13)
('face', 12)
('@fda', 12)
('kids', 12)
('day', 11)
"
26/09/2020,"('mask', 126)
('people', 43)
('wear', 36)
('i’m', 32)
('wearing', 29)
('trump', 26)
('it’s', 21)
('love', 14)
('health', 14)
('quarantine', 14)
('cases', 13)
('life', 13)
('mask.', 13)
('case', 12)
('doesn’t', 11)
('day', 11)
('face', 11)
('good', 11)
('can’t', 11)
('football', 10)
"
27/09/2020,"('mask', 108)
('people', 51)
('wearing', 37)
('wear', 32)
('i’m', 30)
('it’s', 29)
('trump', 27)
('face', 24)
('season', 17)
('it.', 16)
('mask.', 16)
('cases', 16)
('day', 15)
('quarantine', 15)
('masks', 14)
('@realdonaldtrump', 13)
('safe', 12)
('vaccine', 11)
('pandemic', 11)
('good', 11)
"
28/09/2020,"('mask', 99)
('people', 44)
('it’s', 33)
('wear', 32)
('trump', 30)
('cases', 28)
('wearing', 22)
('quarantine', 20)
('test', 19)
('masks', 19)
('deaths', 18)
('i’m', 18)
('work', 15)
('i’ve', 14)
('positive', 14)
('health', 13)
('americans', 12)
('open', 11)
('great', 11)
('mask.', 11)
"
29/09/2020,"('mask', 118)
('trump', 36)
('people', 32)
('wear', 29)
('quarantine', 29)
('wearing', 26)
('it’s', 25)
('i’m', 23)
('mask.', 18)
('#covid19', 18)
('@joebiden', 16)
('work', 15)
('day', 15)
('great', 14)
('face', 14)
('biden', 14)
('school', 14)
('test', 13)
('it.', 12)
('talk', 12)
"
30/09/2020,"('mask', 109)
('people', 49)
('trump', 37)
('wear', 36)
('wearing', 29)
('i’m', 25)
('it’s', 24)
('quarantine', 22)
('good', 20)
('mask.', 20)
('@realdonaldtrump', 18)
('care', 14)
('cases', 13)
('love', 13)
('health', 12)
('day', 12)
('work', 12)
('vaccine', 12)
('president', 12)
('damn', 11)
"
01/10/2020,"('mask', 118)
('wear', 42)
('people', 38)
('i’m', 32)
('wearing', 26)
('quarantine', 25)
('it’s', 24)
('trump', 22)
('cases', 17)
('mask.', 16)
('face', 15)
('work', 14)
('tested', 13)
('test', 13)
('day', 13)
('masks', 12)
('@realdonaldtrump', 11)
('today', 11)
('can’t', 11)
('year', 11)
"
02/10/2020,"('trump', 105)
('mask', 93)
('@realdonaldtrump', 42)
('wear', 42)
('people', 40)
('president', 33)
('wearing', 31)
('it’s', 29)
('biden', 26)
('i’m', 25)
('he’s', 23)
('mask.', 22)
('quarantine', 19)
('hospital', 19)
('positive', 19)
('hope', 17)
('care', 17)
('doesn’t', 16)
('test', 15)
('didn’t', 14)
"
03/10/2020,"('mask', 80)
('trump', 65)
('@realdonaldtrump', 57)
('wearing', 43)
('people', 43)
('wear', 39)
('mask.', 22)
('president', 22)
('i’m', 20)
('hospital', 20)
('it’s', 20)
('can’t', 17)
('quarantine', 17)
('social', 17)
('masks', 16)
('positive', 16)
('didn’t', 15)
('it.', 15)
('good', 15)
('test', 15)
"
04/10/2020,"('trump', 87)
('mask', 82)
('people', 42)
('@realdonaldtrump', 39)
('president', 31)
('i’m', 31)
('it’s', 27)
('wear', 27)
('wearing', 26)
('secret', 25)
('quarantine', 23)
('service', 21)
('photo', 20)
('days', 14)
('doesn’t', 14)
('car', 14)
('negative', 14)
('good', 14)
('he’s', 14)
('tested', 14)
"
05/10/2020,"('mask', 147)
('trump', 64)
('@realdonaldtrump', 61)
('people', 46)
('wear', 32)
('house', 26)
('white', 26)
('it’s', 23)
('president', 23)
('wearing', 22)
('he’s', 22)
('mask.', 17)
('i’m', 17)
('afraid', 16)
('care', 16)
('can’t', 16)
('joe', 15)
('quarantine', 15)
('doesn’t', 13)
('face', 13)
"
06/10/2020,"('trump', 80)
('@realdonaldtrump', 72)
('test', 62)
('negative', 57)
('stephen', 47)
('coronavirus?', 47)
('miller', 45)
('positive', 44)
('white', 40)
('people', 40)
('mask', 38)
('house', 33)
('it’s', 20)
('president', 20)
('i’m', 19)
('tested', 19)
('debate', 17)
('quarantine', 16)
('tests', 15)
('#covid_19', 13)
"
07/10/2020,"('mask', 84)
('trump', 68)
('@realdonaldtrump', 43)
('people', 38)
('it’s', 37)
('wear', 32)
('quarantine', 20)
('wearing', 17)
('vaccine', 16)
('he’s', 16)
('positive', 16)
('care', 16)
('social', 15)
('better', 14)
('i’m', 14)
('that’s', 14)
('blessing', 14)
('white', 14)
('administration', 13)
('good', 12)
"
08/10/2020,"('trump', 61)
('mask', 51)
('people', 39)
('it’s', 29)
('pence', 28)
('i’m', 25)
('positive', 25)
('wear', 24)
('@realdonaldtrump', 21)
('quarantine', 18)
('house', 16)
('mask.', 16)
('white', 16)
('he’s', 16)
('health', 14)
('making', 12)
('work', 12)
('president', 12)
('test', 11)
('days', 11)
"
09/10/2020,"('mask', 80)
('trump', 52)
('it’s', 36)
('people', 34)
('test', 32)
('@lindseygrahamsc', 30)
('wear', 28)
('@realdonaldtrump', 27)
('quarantine', 23)
('i’m', 23)
('tested', 21)
('he’s', 19)
('face', 18)
('wearing', 17)
('positive', 17)
('white', 17)
('can’t', 15)
('debate', 14)
('die', 14)
('@harrisonjaime', 14)
"
10/10/2020,"('mask', 102)
('people', 50)
('trump', 34)
('wear', 33)
('it’s', 33)
('cases', 32)
('i’m', 27)
('day', 25)
('wearing', 20)
('@realdonaldtrump', 19)
('reporting', 18)
('quarantine', 17)
('face', 16)
('50,000', 16)
('it.', 15)
('test', 14)
('year', 13)
('covid?', 13)
('today', 11)
('mask.', 11)
"
11/10/2020,"('mask', 92)
('trump', 57)
('people', 38)
('wear', 31)
('@realdonaldtrump', 25)
('it’s', 24)
('i’m', 24)
('wearing', 23)
('quarantine', 18)
('vaccine', 16)
('cases', 16)
('doesn’t', 15)
('fauci', 15)
('2020', 14)
('can’t', 14)
('mask.', 14)
('work', 13)
('day', 12)
('well', 12)
('face', 12)
"
12/10/2020,"('mask', 111)
('people', 43)
('trump', 39)
('it’s', 36)
('@realdonaldtrump', 35)
('wear', 31)
('i’m', 27)
('wearing', 26)
('it.', 16)
('test', 16)
('mask.', 16)
('health', 16)
('care', 15)
('doesn’t', 14)
('#covid19', 14)
('sick', 14)
('rally', 14)
('died', 13)
('quarantine', 13)
('can’t', 12)
"
13/10/2020,"('mask', 87)
('people', 40)
('trump', 29)
('it’s', 28)
('@realdonaldtrump', 28)
('wear', 27)
('wearing', 23)
('i’m', 22)
('quarantine', 18)
('vaccine', 14)
('cases', 14)
('mask.', 13)
('infected', 11)
('@joebiden', 10)
('plan', 10)
('work', 10)
('aren’t', 10)
('republicans', 10)
('good', 10)
('today', 10)
"
14/10/2020,"('mask', 70)
('people', 57)
('trump', 40)
('it’s', 32)
('wear', 29)
('positive', 28)
('i’m', 22)
('saban', 22)
('@realdonaldtrump', 21)
('nick', 21)
('wearing', 20)
('tested', 19)
('cases', 19)
('vaccine', 16)
('didn’t', 16)
('health', 16)
('vote', 15)
('eliminate', 15)
('today', 15)
('team', 12)
"
15/10/2020,"('mask', 90)
('people', 52)
('trump', 48)
('wearing', 34)
('wear', 26)
('@realdonaldtrump', 25)
('cases', 22)
('positive', 22)
('test', 17)
('mask.', 16)
('i’m', 15)
('person', 14)
('tested', 13)
('it’s', 13)
('americans', 13)
('masks', 13)
('today', 13)
('work', 12)
('pandemic', 12)
('@joebiden', 12)
"
16/10/2020,"('mask', 104)
('wear', 39)
('people', 35)
('@realdonaldtrump', 35)
('trump', 33)
('it’s', 31)
('i’m', 27)
('wearing', 21)
('day', 20)
('vaccine', 18)
('face', 15)
('good', 15)
('deaths', 15)
('quarantine', 12)
('cases', 12)
('country', 12)
('spread', 12)
('it.', 11)
('masks', 11)
('hope', 10)
"
17/10/2020,"('mask', 107)
('trump', 41)
('wear', 37)
('it’s', 37)
('people', 32)
('i’m', 31)
('wearing', 24)
('@realdonaldtrump', 22)
('cases', 21)
('face', 21)
('mask.', 18)
('masks', 17)
('can’t', 16)
('vote', 14)
('quarantine', 12)
('rally', 12)
('pandemic', 11)
('day', 11)
('2', 10)
('stay', 10)
"
18/10/2020,"('mask', 104)
('trump', 48)
('wear', 43)
('it’s', 39)
('people', 39)
('@realdonaldtrump', 31)
('wearing', 28)
('mask.', 25)
('i’m', 22)
('masks', 19)
('quarantine', 19)
('face', 18)
('good', 17)
('cases', 14)
('today', 14)
('can’t', 14)
('work', 13)
('positive', 13)
('white', 12)
('week', 11)
"
19/10/2020,"('mask', 94)
('trump', 40)
('people', 40)
('wear', 35)
('cases', 27)
('quarantine', 24)
('i’m', 22)
('wearing', 21)
('@realdonaldtrump', 18)
('masks', 18)
('fauci', 18)
('it’s', 18)
('mask.', 16)
('2', 14)
('social', 14)
('#covid19', 13)
('tired', 12)
('americans', 12)
('vote', 12)
('love', 12)
"
20/10/2020,"('mask', 97)
('wear', 50)
('people', 50)
('trump', 44)
('wearing', 32)
('it’s', 31)
('@realdonaldtrump', 29)
('cases', 22)
('i’m', 20)
('mask.', 20)
('quarantine', 15)
('work', 14)
('2', 13)
('live', 12)
('positive', 12)
('stay', 12)
('death', 12)
('masks', 12)
('help', 11)
('testing', 11)
"
21/10/2020,"('mask', 79)
('trump', 42)
('people', 39)
('i’m', 32)
('wearing', 25)
('wear', 23)
('school', 23)
('@realdonaldtrump', 22)
('cases', 22)
('it’s', 21)
('quarantine', 20)
('can’t', 19)
('today', 19)
('pandemic', 16)
('health', 15)
('day', 15)
('president', 15)
('mask,', 14)
('biden', 13)
('mask.', 12)
"
22/10/2020,"('mask', 119)
('wear', 44)
('people', 31)
('i’m', 29)
('it’s', 29)
('wearing', 20)
('cases', 20)
('trump', 18)
('today', 17)
('mask.', 15)
('care', 15)
('good', 14)
('day', 13)
('person', 13)
('test', 13)
('2', 13)
('health', 13)
('work', 13)
('died', 13)
('face', 12)
"
23/10/2020,"('mask', 86)
('people', 48)
('wear', 40)
('wearing', 31)
('trump', 27)
('@realdonaldtrump', 25)
('cases', 24)
('mask.', 21)
('vaccine', 20)
('mask,', 17)
('it’s', 16)
('i’m', 16)
('deaths', 15)
('it.', 14)
('death', 14)
('social', 13)
('face', 13)
('china', 12)
('good', 12)
('can’t', 12)
"
24/10/2020,"('mask', 108)
('people', 49)
('trump', 47)
('wear', 36)
('face', 29)
('wearing', 29)
('cases', 29)
('it’s', 26)
('@realdonaldtrump', 25)
('i’m', 19)
('mask.', 17)
('today', 16)
('health', 16)
('good', 15)
('can’t', 14)
('day', 13)
('testing', 13)
('help', 12)
('great', 12)
('work', 12)
"
25/10/2020,"('mask', 76)
('mask.', 34)
('people', 34)
('it’s', 30)
('@realdonaldtrump', 30)
('trump', 28)
('cases', 27)
('wearing', 25)
('i’m', 24)
('wear', 24)
('protective', 20)
('elegantjewelryco', 20)
('@etsy', 20)
('facial', 19)
('nose', 15)
('day', 15)
('today', 14)
('deaths', 14)
('quarantine', 13)
('vaccine', 13)
"
26/10/2020,"('mask', 98)
('trump', 45)
('wear', 41)
('it’s', 41)
('people', 36)
('cases', 25)
('i’m', 22)
('@realdonaldtrump', 20)
('mask,', 19)
('day', 17)
('health', 16)
('wearing', 14)
('test', 13)
('mask.', 13)
('it.', 13)
('stay', 13)
('help', 13)
('great', 13)
('face', 13)
('didn’t', 12)
"
