date,Fear,Joy,Sadness,Surprise
2021_03_05,0.602803738317757,0.26635514018691586,0.08411214953271028,0.04672897196261682
2021_03_06,0.6264367816091954,0.20114942528735633,0.08620689655172414,0.08620689655172414
2021_03_07,0.6296296296296297,0.2518518518518518,0.07407407407407407,0.044444444444444446
2021_03_08,0.4642857142857143,0.4336734693877551,0.03571428571428571,0.0663265306122449
2021_03_09,0.5,0.36893203883495146,0.04854368932038835,0.0825242718446602
2021_03_10,0.56353591160221,0.3259668508287293,0.055248618784530384,0.055248618784530384
2021_03_11,0.5260416666666666,0.3333333333333333,0.07291666666666667,0.06770833333333333
2021_03_12,0.5276073619631901,0.31901840490797545,0.08588957055214724,0.06748466257668712
2021_03_13,0.6217948717948718,0.2564102564102564,0.03205128205128205,0.08974358974358974
2021_03_14,0.7266666666666667,0.17333333333333334,0.03,0.07
2021_03_15,0.6755725190839694,0.22137404580152673,0.04198473282442748,0.061068702290076333
2021_03_16,0.6307053941908713,0.23236514522821577,0.06224066390041494,0.07468879668049792
2021_03_17,0.6422018348623854,0.2798165137614679,0.03669724770642202,0.04128440366972477
2021_03_18,0.5327510917030568,0.3537117903930131,0.056768558951965066,0.056768558951965066
2021_03_19,0.5742574257425742,0.3118811881188119,0.039603960396039604,0.07425742574257425
2021_03_20,0.5367647058823529,0.2647058823529412,0.08088235294117647,0.11764705882352941
2021_03_21,0.59375,0.2375,0.08125,0.0875
2021_03_22,0.5943396226415094,0.2358490566037736,0.08962264150943396,0.08018867924528301
2021_03_23,0.573076923076923,0.3192307692307692,0.038461538461538464,0.06923076923076923
2021_03_24,0.5723270440251572,0.34591194968553457,0.03773584905660377,0.0440251572327044
2021_03_25,0.5726872246696035,0.2775330396475771,0.05726872246696035,0.09251101321585903
2021_03_26,0.49710982658959535,0.34104046242774566,0.09826589595375723,0.06358381502890173
2021_03_27,0.6357615894039735,0.26490066225165565,0.059602649006622516,0.039735099337748346
2021_03_28,0.5405405405405406,0.3063063063063063,0.05405405405405406,0.0990990990990991
2021_03_29,0.5913978494623656,0.26344086021505375,0.08064516129032258,0.06451612903225806
2021_03_30,0.6601941747572816,0.24271844660194175,0.04854368932038835,0.04854368932038835
2021_03_31,0.605,0.28,0.07,0.045
2021_04_01,0.5111111111111111,0.3111111111111111,0.06666666666666667,0.1111111111111111
2021_04_02,0.6285714285714286,0.21714285714285714,0.09714285714285714,0.05714285714285714
2021_04_03,0.5721649484536082,0.30927835051546393,0.061855670103092786,0.05670103092783505
2021_04_04,0.6078431372549019,0.26143790849673204,0.08496732026143791,0.0457516339869281
2021_04_05,0.4491017964071856,0.47604790419161674,0.020958083832335328,0.05389221556886228
2021_04_06,0.4798657718120805,0.4161073825503356,0.04697986577181208,0.05704697986577181
2021_04_07,0.6166134185303515,0.24600638977635783,0.0926517571884984,0.04472843450479233
2021_04_08,0.6282051282051282,0.23504273504273504,0.08974358974358974,0.04700854700854701
2021_04_09,0.5849056603773585,0.25,0.09905660377358491,0.0660377358490566
2021_04_10,0.5934959349593496,0.2682926829268293,0.11382113821138211,0.024390243902439025
2021_04_11,0.5914634146341463,0.29878048780487804,0.04878048780487805,0.06097560975609756
2021_04_12,0.5344262295081967,0.3901639344262295,0.036065573770491806,0.03934426229508197
2021_04_13,0.6385964912280702,0.24912280701754386,0.06315789473684211,0.04912280701754386
2021_04_14,0.6455223880597015,0.2574626865671642,0.04477611940298507,0.05223880597014925
2021_04_15,0.5905511811023622,0.28346456692913385,0.05511811023622047,0.07086614173228346
2021_04_16,0.6171171171171171,0.26576576576576577,0.06306306306306306,0.05405405405405406
2021_04_17,0.6206896551724138,0.2988505747126437,0.05747126436781609,0.022988505747126436
2021_04_18,0.5872093023255814,0.3023255813953488,0.0755813953488372,0.03488372093023256
2021_04_19,0.6078431372549019,0.2549019607843137,0.06274509803921569,0.07450980392156863
2021_04_20,0.5423728813559322,0.3389830508474576,0.03389830508474576,0.0847457627118644
2021_04_21,0.5852090032154341,0.2829581993569132,0.08038585209003216,0.05144694533762058
2021_04_22,0.625,0.3029661016949153,0.0423728813559322,0.029661016949152543
2021_04_23,0.6377551020408163,0.2653061224489796,0.05612244897959184,0.04081632653061224
2021_04_24,0.568019093078759,0.32935560859188545,0.045346062052505964,0.057279236276849645
2021_04_25,0.5325301204819277,0.327710843373494,0.0746987951807229,0.06506024096385542
2021_04_26,0.608,0.32,0.038,0.034
2021_04_27,0.654,0.28,0.042,0.024
2021_04_28,0.5666666666666667,0.34375,0.0625,0.027083333333333334
2021_04_29,0.5389908256880734,0.3532110091743119,0.07110091743119266,0.03669724770642202
2021_04_30,0.6054421768707483,0.31065759637188206,0.045351473922902494,0.03854875283446712
2021_05_01,0.6612529002320185,0.2482598607888631,0.058004640371229696,0.03248259860788863
2021_05_02,0.576271186440678,0.2711864406779661,0.11186440677966102,0.04067796610169491
2021_05_03,0.6046511627906976,0.2837209302325581,0.07209302325581396,0.03953488372093023
2021_05_04,0.716,0.198,0.05,0.036
2021_05_05,0.628,0.284,0.05,0.038
2021_05_06,0.638121546961326,0.2845303867403315,0.04143646408839779,0.03591160220994475
2021_05_07,0.6502732240437158,0.2568306010928962,0.05737704918032787,0.03551912568306011
2021_05_08,0.553623188405797,0.3652173913043478,0.057971014492753624,0.02318840579710145
2021_05_09,0.643598615916955,0.30103806228373703,0.01730103806228374,0.03806228373702422
2021_05_10,0.5,0.456,0.024,0.02
2021_05_11,0.706,0.23,0.032,0.032
2021_05_12,0.5973684210526315,0.27631578947368424,0.08157894736842106,0.04473684210526316
2021_05_13,0.7175792507204611,0.1930835734870317,0.05763688760806916,0.03170028818443804
2021_05_14,0.77,0.19,0.028,0.012
2021_05_15,0.696,0.23,0.05,0.024
2021_05_16,0.648,0.272,0.038,0.042
2021_05_17,0.754,0.186,0.024,0.036
2021_05_18,0.75,0.19,0.022,0.038
2021_05_19,0.774,0.112,0.046,0.068
2021_05_20,0.774,0.14,0.062,0.024
2021_05_21,0.708,0.202,0.06,0.03
2021_05_22,0.7004716981132075,0.18160377358490565,0.05660377358490566,0.06132075471698113
2021_05_23,0.5945945945945946,0.2972972972972973,0.07297297297297298,0.03513513513513514
2021_05_24,0.526,0.328,0.024,0.122
2021_05_25,0.558,0.352,0.04,0.05
2021_05_26,0.621867881548975,0.24145785876993167,0.07517084282460136,0.06150341685649203
2021_05_27,0.6385281385281385,0.19264069264069264,0.03463203463203463,0.1341991341991342
2021_05_28,0.6759259259259259,0.22685185185185186,0.06018518518518518,0.037037037037037035
2021_05_29,0.6514084507042254,0.24295774647887325,0.07746478873239436,0.028169014084507043
2021_05_30,0.6120996441281139,0.25622775800711745,0.10676156583629894,0.02491103202846975
2021_05_31,0.602,0.292,0.06,0.046
2021_06_01,0.6708860759493671,0.2689873417721519,0.04113924050632911,0.0189873417721519
2021_06_02,0.6797583081570997,0.2175226586102719,0.05740181268882175,0.045317220543806644
2021_06_03,0.6139240506329114,0.27531645569620256,0.05063291139240506,0.060126582278481014
2021_06_04,0.5186046511627908,0.22790697674418606,0.19767441860465115,0.05581395348837209
2021_06_05,0.5476190476190477,0.2571428571428571,0.14761904761904762,0.047619047619047616
2021_06_06,0.594059405940594,0.2722772277227723,0.09405940594059406,0.039603960396039604
2021_06_07,0.6341463414634146,0.2601626016260163,0.06097560975609756,0.044715447154471545
2021_06_08,0.6582278481012658,0.2320675105485232,0.05485232067510549,0.05485232067510549
2021_06_09,0.7018633540372671,0.2080745341614907,0.024844720496894408,0.06521739130434782
2021_06_10,0.6090909090909091,0.3181818181818182,0.03636363636363636,0.03636363636363636
2021_06_11,0.6178343949044586,0.28662420382165604,0.06687898089171974,0.028662420382165606
2021_06_12,0.6108108108108108,0.2648648648648649,0.08648648648648649,0.03783783783783784
2021_06_13,0.6948051948051948,0.22727272727272727,0.03896103896103896,0.03896103896103896
2021_06_14,0.5606060606060606,0.35858585858585856,0.04040404040404041,0.04040404040404041
2021_06_15,0.5396825396825397,0.30687830687830686,0.0582010582010582,0.09523809523809523
2021_06_16,0.5939849624060151,0.2744360902255639,0.05263157894736842,0.07894736842105263
2021_06_17,0.6171875,0.24609375,0.0546875,0.08203125
2021_06_18,0.6871657754010695,0.2192513368983957,0.0481283422459893,0.045454545454545456
2021_06_19,0.7170418006430869,0.17041800643086816,0.06109324758842444,0.05144694533762058
2021_06_20,0.6590909090909091,0.24545454545454545,0.031818181818181815,0.06363636363636363
2021_06_21,0.678343949044586,0.1942675159235669,0.07643312101910828,0.050955414012738856
2021_06_22,0.6515837104072398,0.26244343891402716,0.04524886877828054,0.04072398190045249
2021_06_23,0.587360594795539,0.32342007434944237,0.05204460966542751,0.03717472118959108
2021_06_24,0.6,0.352,0.028,0.02
2021_06_25,0.6559139784946236,0.22580645161290322,0.06093189964157706,0.05734767025089606
2021_06_26,0.7441253263707572,0.1801566579634465,0.05483028720626632,0.020887728459530026
2021_06_27,0.788,0.152,0.028,0.032
2021_06_28,0.766,0.172,0.032,0.03
2021_06_29,0.744,0.198,0.03,0.028
2021_06_30,0.79,0.15,0.032,0.028
2021_07_01,0.7226107226107226,0.21445221445221446,0.04428904428904429,0.018648018648018648
2021_07_02,0.745049504950495,0.1905940594059406,0.034653465346534656,0.0297029702970297
2021_07_03,0.6833855799373041,0.2225705329153605,0.05642633228840126,0.03761755485893417
2021_07_04,0.6278195488721805,0.2932330827067669,0.045112781954887216,0.03383458646616541
2021_07_05,0.731006160164271,0.22792607802874743,0.026694045174537988,0.014373716632443531
2021_07_06,0.72,0.22,0.036,0.024
2021_07_07,0.712,0.224,0.026,0.038
2021_07_08,0.760989010989011,0.2032967032967033,0.019230769230769232,0.016483516483516484
2021_07_09,0.7240356083086054,0.20474777448071216,0.04154302670623145,0.02967359050445104
2021_07_10,0.6096096096096096,0.2972972972972973,0.06906906906906907,0.024024024024024024
2021_07_11,0.6379310344827587,0.2655172413793103,0.06896551724137931,0.027586206896551724
2021_07_12,0.6736526946107785,0.25748502994011974,0.03592814371257485,0.03293413173652695
2021_07_13,0.7090301003344481,0.20735785953177258,0.046822742474916385,0.03678929765886288
2021_07_14,0.72,0.198,0.042,0.04
2021_07_15,0.6494845360824743,0.27422680412371137,0.041237113402061855,0.03505154639175258
2021_07_16,0.7253218884120172,0.21244635193133046,0.02575107296137339,0.03648068669527897
2021_07_17,0.824,0.124,0.04,0.012
2021_07_18,0.6555555555555556,0.2611111111111111,0.058333333333333334,0.025
2021_07_19,0.6778947368421052,0.24210526315789474,0.04631578947368421,0.03368421052631579
2021_07_20,0.762,0.158,0.052,0.028
2021_07_21,0.7458432304038005,0.20665083135391923,0.028503562945368172,0.019002375296912115
2021_07_22,0.7249417249417249,0.22377622377622378,0.04195804195804196,0.009324009324009324
2021_07_23,0.742,0.21,0.034,0.014
2021_07_24,0.7995594713656388,0.15859030837004406,0.030837004405286344,0.011013215859030838
2021_07_25,0.7365079365079366,0.19682539682539682,0.03492063492063492,0.031746031746031744
2021_07_26,0.6546184738955824,0.29116465863453816,0.0321285140562249,0.02208835341365462
2021_07_27,0.6832151300236406,0.2364066193853428,0.02364066193853428,0.05673758865248227
2021_07_28,0.770935960591133,0.18472906403940886,0.027093596059113302,0.017241379310344827
2021_07_29,0.6785714285714286,0.2694805194805195,0.032467532467532464,0.01948051948051948
2021_07_30,0.7147147147147147,0.2132132132132132,0.024024024024024024,0.04804804804804805
2021_07_31,0.7538461538461538,0.18846153846153846,0.03076923076923077,0.026923076923076925
2021_08_01,0.6118721461187214,0.2876712328767123,0.0502283105022831,0.0502283105022831
2021_08_02,0.650375939849624,0.2556390977443609,0.06766917293233082,0.02631578947368421
2021_08_03,0.659016393442623,0.23934426229508196,0.05573770491803279,0.04590163934426229
2021_08_04,0.5738831615120275,0.2920962199312715,0.09965635738831616,0.03436426116838488
2021_08_05,0.6994535519125683,0.15846994535519127,0.12295081967213115,0.01912568306010929
2021_08_06,0.647450110864745,0.2860310421286031,0.04434589800443459,0.022172949002217297
2021_08_07,0.7027027027027027,0.23723723723723725,0.03303303303303303,0.02702702702702703
2021_08_08,0.6739130434782609,0.23043478260869565,0.034782608695652174,0.06086956521739131
2021_08_09,0.6045627376425855,0.26996197718631176,0.049429657794676805,0.07604562737642585
2021_08_10,0.6153846153846154,0.2902097902097902,0.045454545454545456,0.04895104895104895
2021_08_11,0.6115107913669064,0.2841726618705036,0.03597122302158273,0.0683453237410072
2021_08_12,0.683206106870229,0.22519083969465647,0.04198473282442748,0.04961832061068702
2021_08_13,0.6792452830188679,0.24056603773584906,0.05660377358490566,0.02358490566037736
2021_08_14,0.6634146341463415,0.21951219512195122,0.08292682926829269,0.03414634146341464
2021_08_15,0.6103896103896104,0.24675324675324675,0.06493506493506493,0.07792207792207792
2021_08_16,0.6473429951690821,0.25120772946859904,0.03864734299516908,0.06280193236714976
2021_08_17,0.6707692307692308,0.24923076923076923,0.046153846153846156,0.033846153846153845
2021_08_18,0.6791044776119403,0.22388059701492538,0.05970149253731343,0.03731343283582089
2021_08_19,0.738,0.238,0.014,0.01
2021_08_20,0.7303102625298329,0.2052505966587112,0.045346062052505964,0.01909307875894988
2021_08_21,0.6956521739130435,0.2140468227424749,0.04013377926421405,0.05016722408026756
2021_08_22,0.6738197424892703,0.21888412017167383,0.06866952789699571,0.03862660944206009
2021_08_23,0.6945945945945946,0.22702702702702704,0.043243243243243246,0.03513513513513514
2021_08_24,0.7624633431085044,0.16129032258064516,0.03812316715542522,0.03812316715542522
2021_08_25,0.6909090909090909,0.23636363636363636,0.014545454545454545,0.05818181818181818
2021_08_26,0.7254901960784313,0.19607843137254902,0.04481792717086835,0.03361344537815126
2021_08_27,0.674496644295302,0.2651006711409396,0.03355704697986577,0.026845637583892617
2021_08_28,0.6320754716981132,0.24528301886792453,0.0660377358490566,0.05660377358490566
2021_08_29,0.802,0.154,0.026,0.018
2021_08_30,0.7976744186046512,0.1558139534883721,0.01627906976744186,0.030232558139534883
2021_08_31,0.76,0.178,0.044,0.018
2021_09_01,0.711864406779661,0.2401129943502825,0.02824858757062147,0.01977401129943503
2021_09_02,0.6815068493150684,0.2363013698630137,0.03767123287671233,0.04452054794520548
2021_09_03,0.6652267818574514,0.2505399568034557,0.05399568034557235,0.03023758099352052
2021_09_04,0.6468085106382979,0.22127659574468084,0.0851063829787234,0.04680851063829787
2021_09_05,0.6525096525096525,0.2471042471042471,0.06563706563706563,0.03474903474903475
2021_09_06,0.6623711340206185,0.2757731958762887,0.041237113402061855,0.020618556701030927
2021_09_07,0.782,0.17,0.022,0.026
2021_09_08,0.7450980392156863,0.2034313725490196,0.03431372549019608,0.01715686274509804
2021_09_09,0.726457399103139,0.2040358744394619,0.04932735426008968,0.020179372197309416
2021_09_10,0.6871035940803383,0.2769556025369979,0.023255813953488372,0.012684989429175475
2021_09_11,0.7440944881889764,0.16929133858267717,0.047244094488188976,0.03937007874015748
2021_09_12,0.7186147186147186,0.20346320346320346,0.06060606060606061,0.017316017316017316
2021_09_13,0.6949152542372882,0.2457627118644068,0.0423728813559322,0.01694915254237288
2021_09_14,0.7279596977329975,0.20906801007556675,0.0327455919395466,0.030226700251889168
2021_09_15,0.6836027713625866,0.2586605080831409,0.03233256351039261,0.025404157043879907
2021_09_16,0.7177914110429447,0.19938650306748465,0.049079754601226995,0.03374233128834356
2021_09_17,0.680672268907563,0.25630252100840334,0.037815126050420166,0.025210084033613446
2021_09_18,0.6354166666666666,0.2942708333333333,0.052083333333333336,0.018229166666666668
2021_09_19,0.6666666666666666,0.2655367231638418,0.03954802259887006,0.02824858757062147
2021_09_20,0.686,0.244,0.042,0.028
2021_09_21,0.7601246105919003,0.16822429906542055,0.04984423676012461,0.021806853582554516
2021_09_22,0.7215909090909091,0.20454545454545456,0.056818181818181816,0.017045454545454544
2021_09_23,0.7535211267605634,0.19014084507042253,0.03051643192488263,0.025821596244131457
2021_09_24,0.746,0.198,0.032,0.024
2021_09_25,0.7652370203160271,0.18510158013544017,0.02708803611738149,0.022573363431151242
2021_09_26,0.7690355329949239,0.15228426395939088,0.0583756345177665,0.02030456852791878
2021_09_27,0.7473684210526316,0.20421052631578948,0.02526315789473684,0.023157894736842106
2021_09_28,0.79,0.156,0.04,0.014
2021_09_29,0.806,0.134,0.036,0.024
2021_09_30,0.764,0.18,0.038,0.018
2021_10_01,0.754,0.192,0.036,0.018
2021_10_02,0.7278481012658228,0.22784810126582278,0.03164556962025317,0.012658227848101266
2021_10_03,0.7615384615384615,0.1794871794871795,0.041025641025641026,0.017948717948717947
2021_10_04,0.7746478873239436,0.14084507042253522,0.061971830985915494,0.022535211267605635
2021_10_05,0.7916666666666666,0.1328125,0.057291666666666664,0.018229166666666668
2021_10_06,0.744,0.192,0.036,0.028
2021_10_07,0.7787610619469026,0.15486725663716813,0.030973451327433628,0.035398230088495575
2021_10_08,0.69,0.24,0.054,0.016
2021_10_09,0.676,0.296,0.016,0.012
2021_10_10,0.766,0.182,0.036,0.016
2021_10_11,0.788,0.176,0.022,0.014
2021_10_12,0.7718120805369127,0.16331096196868009,0.040268456375838924,0.024608501118568233
2021_10_13,0.7333333333333333,0.16666666666666666,0.07333333333333333,0.02666666666666667
2021_10_14,0.7560386473429952,0.1932367149758454,0.036231884057971016,0.014492753623188406
2021_10_15,0.7989276139410187,0.14745308310991956,0.03753351206434316,0.0160857908847185
2021_10_16,0.7537878787878788,0.17803030303030304,0.06439393939393939,0.003787878787878788
2021_10_17,0.7489539748953975,0.18828451882845187,0.0502092050209205,0.012552301255230125
2021_10_18,0.7412587412587412,0.2097902097902098,0.03496503496503497,0.013986013986013986
2021_10_19,0.668,0.262,0.036,0.034
2021_10_20,0.696,0.272,0.022,0.01
2021_10_21,0.736,0.2,0.044,0.02
2021_10_22,0.692,0.228,0.048,0.032
2021_10_23,0.7625,0.18541666666666667,0.025,0.027083333333333334
2021_10_24,0.7554179566563467,0.14551083591331268,0.07430340557275542,0.02476780185758514
2021_10_25,0.8018018018018018,0.14114114114114115,0.03903903903903904,0.018018018018018018
2021_10_26,0.676,0.276,0.03,0.018
2021_10_27,0.7553956834532374,0.17026378896882494,0.05995203836930456,0.014388489208633094
2021_10_28,0.778,0.19,0.028,0.004
2021_10_29,0.7553516819571865,0.17737003058103976,0.04281345565749235,0.024464831804281346
2021_10_30,0.6981981981981982,0.1891891891891892,0.06306306306306306,0.04954954954954955
2021_10_31,0.7755775577557755,0.15181518151815182,0.039603960396039604,0.033003300330033
2021_11_01,0.75,0.19017094017094016,0.03205128205128205,0.027777777777777776
2021_11_02,0.7828746177370031,0.1712538226299694,0.03058103975535168,0.01529051987767584
2021_11_03,0.7727272727272727,0.14545454545454545,0.05,0.031818181818181815
2021_11_04,0.70995670995671,0.22943722943722944,0.03463203463203463,0.025974025974025976
2021_11_05,0.7054263565891473,0.21705426356589147,0.046511627906976744,0.031007751937984496
2021_11_06,0.6938775510204082,0.22959183673469388,0.05612244897959184,0.02040816326530612
2021_11_07,0.6379310344827587,0.2413793103448276,0.07327586206896551,0.04741379310344827
2021_11_08,0.63,0.324,0.032,0.014
2021_11_09,0.646,0.332,0.016,0.006
2021_11_10,0.558,0.376,0.04,0.026
2021_11_11,0.6557017543859649,0.2675438596491228,0.05043859649122807,0.02631578947368421
2021_11_12,0.6659877800407332,0.2484725050916497,0.05295315682281059,0.032586558044806514
2021_11_13,0.7678100263852242,0.18733509234828497,0.029023746701846966,0.0158311345646438
2021_11_14,0.6295180722891566,0.286144578313253,0.05120481927710843,0.03313253012048193
2021_11_15,0.6179245283018868,0.2783018867924528,0.07311320754716981,0.030660377358490566
2021_11_16,0.6461988304093568,0.26900584795321636,0.05263157894736842,0.03216374269005848
2021_11_17,0.7376543209876543,0.19753086419753085,0.05246913580246913,0.012345679012345678
2021_11_18,0.6848484848484848,0.24848484848484848,0.030303030303030304,0.03636363636363636
2021_11_19,0.6416938110749185,0.30293159609120524,0.048859934853420196,0.006514657980456026
2021_11_20,0.5552631578947368,0.39210526315789473,0.02631578947368421,0.02631578947368421
2021_11_21,0.5604395604395604,0.3516483516483517,0.04395604395604396,0.04395604395604396
2021_11_22,0.6566666666666666,0.28,0.03666666666666667,0.02666666666666667
2021_11_23,0.6422764227642277,0.2601626016260163,0.052845528455284556,0.044715447154471545
2021_11_24,0.6756756756756757,0.24662162162162163,0.04054054054054054,0.037162162162162164
2021_11_25,0.5899581589958159,0.3179916317991632,0.029288702928870293,0.06276150627615062
2021_11_26,0.714,0.264,0.006,0.016
2021_11_27,0.6807511737089202,0.22535211267605634,0.046948356807511735,0.046948356807511735
2021_11_28,0.6205787781350482,0.31189710610932475,0.03858520900321544,0.028938906752411574
2021_11_29,0.694,0.24,0.032,0.034
2021_11_30,0.7164948453608248,0.2036082474226804,0.030927835051546393,0.04896907216494845
2021_12_01,0.7479508196721312,0.20901639344262296,0.022540983606557378,0.020491803278688523
2021_12_02,0.6729857819905213,0.22748815165876776,0.04739336492890995,0.052132701421800945
2021_12_03,0.5921985815602837,0.2801418439716312,0.05673758865248227,0.07092198581560284
2021_12_04,0.6633663366336634,0.22277227722772278,0.07425742574257425,0.039603960396039604
2021_12_05,0.625615763546798,0.2512315270935961,0.06896551724137931,0.054187192118226604
2021_12_06,0.6653386454183267,0.26294820717131473,0.055776892430278883,0.01593625498007968
2021_12_07,0.6090909090909091,0.3090909090909091,0.045454545454545456,0.03636363636363636
2021_12_08,0.6416666666666667,0.32083333333333336,0.016666666666666666,0.020833333333333332
2021_12_09,0.7246835443037974,0.22468354430379747,0.03164556962025317,0.0189873417721519
2021_12_10,0.5147783251231527,0.2512315270935961,0.06403940886699508,0.16995073891625614
2021_12_11,0.6166666666666667,0.2777777777777778,0.044444444444444446,0.06111111111111111
2021_12_12,0.598,0.21,0.108,0.084
2021_12_13,0.5989583333333334,0.2604166666666667,0.09895833333333333,0.041666666666666664
2021_12_14,0.6386554621848739,0.23949579831932774,0.058823529411764705,0.06302521008403361
2021_12_15,0.6877828054298643,0.23076923076923078,0.05429864253393665,0.027149321266968326
2021_12_16,0.6682242990654206,0.24766355140186916,0.056074766355140186,0.028037383177570093
2021_12_17,0.6607929515418502,0.2422907488986784,0.06167400881057269,0.03524229074889868
2021_12_18,0.5864197530864198,0.29012345679012347,0.043209876543209874,0.08024691358024691
2021_12_19,0.6555555555555556,0.21666666666666667,0.09444444444444444,0.03333333333333333
2021_12_20,0.620253164556962,0.2974683544303797,0.04430379746835443,0.0379746835443038
2021_12_21,0.6653386454183267,0.26693227091633465,0.03187250996015936,0.035856573705179286
2021_12_22,0.48,0.426,0.074,0.02
2021_12_23,0.5862068965517241,0.22844827586206898,0.09913793103448276,0.08620689655172414
2021_12_24,0.6744186046511628,0.23255813953488372,0.05813953488372093,0.03488372093023256
2021_12_25,0.5757575757575758,0.3181818181818182,0.05303030303030303,0.05303030303030303
2021_12_26,0.5985401459854015,0.32116788321167883,0.051094890510948905,0.029197080291970802
2021_12_27,0.5,0.4378698224852071,0.029585798816568046,0.03254437869822485
2021_12_28,0.5804878048780487,0.25365853658536586,0.11219512195121951,0.05365853658536585
2021_12_29,0.5935828877005348,0.29411764705882354,0.058823529411764705,0.053475935828877004
2021_12_30,0.6119402985074627,0.2537313432835821,0.06965174129353234,0.06467661691542288
2021_12_31,0.48128342245989303,0.34759358288770054,0.10160427807486631,0.06951871657754011
2022_01_01,0.592814371257485,0.281437125748503,0.0658682634730539,0.059880239520958084
2022_01_02,0.695906432748538,0.19298245614035087,0.05847953216374269,0.05263157894736842
2022_01_03,0.6642857142857143,0.2357142857142857,0.060714285714285714,0.039285714285714285
2022_01_04,0.6626016260162602,0.2601626016260163,0.044715447154471545,0.032520325203252036
2022_01_05,0.696,0.21,0.04,0.054
2022_01_06,0.6550522648083623,0.2578397212543554,0.05574912891986063,0.0313588850174216
2022_01_07,0.6577181208053692,0.19798657718120805,0.1040268456375839,0.040268456375838924
2022_01_08,0.6467391304347826,0.22826086956521738,0.07608695652173914,0.04891304347826087
2022_01_09,0.6235955056179775,0.21348314606741572,0.10674157303370786,0.056179775280898875
2022_01_10,0.7604456824512534,0.1532033426183844,0.05013927576601671,0.036211699164345405
2022_01_11,0.75,0.18604651162790697,0.0436046511627907,0.020348837209302327
2022_01_12,0.6036866359447005,0.2857142857142857,0.08755760368663594,0.02304147465437788
2022_01_13,0.6206896551724138,0.2629310344827586,0.0603448275862069,0.05603448275862069
2022_01_14,0.5714285714285714,0.28078817733990147,0.09359605911330049,0.054187192118226604
2022_01_15,0.58,0.176,0.136,0.108
2022_01_16,0.6097560975609756,0.2601626016260163,0.08943089430894309,0.04065040650406504
2022_01_17,0.6067961165048543,0.2669902912621359,0.0825242718446602,0.043689320388349516
2022_01_18,0.6274509803921569,0.26143790849673204,0.08496732026143791,0.026143790849673203
2022_01_19,0.6304347826086957,0.1956521739130435,0.10326086956521739,0.07065217391304347
2022_01_20,0.6243386243386243,0.25396825396825395,0.08465608465608465,0.037037037037037035
2022_01_21,0.5031055900621118,0.35093167701863354,0.06521739130434782,0.08074534161490683
2022_01_22,0.6417910447761194,0.24378109452736318,0.07960199004975124,0.03482587064676617
2022_01_23,0.5939849624060151,0.2556390977443609,0.11278195488721804,0.03759398496240601
2022_01_24,0.6479591836734694,0.2755102040816326,0.05612244897959184,0.02040816326530612
2022_01_25,0.605,0.265,0.085,0.045
2022_01_26,0.6577540106951871,0.22459893048128343,0.06951871657754011,0.0481283422459893
2022_01_27,0.6612903225806451,0.21935483870967742,0.07741935483870968,0.041935483870967745
2022_01_28,0.6812227074235808,0.2052401746724891,0.06986899563318777,0.043668122270742356
2022_01_29,0.6544117647058824,0.25,0.04411764705882353,0.051470588235294115
2022_01_30,0.5955056179775281,0.3089887640449438,0.06179775280898876,0.033707865168539325
2022_01_31,0.8106796116504854,0.1529126213592233,0.019417475728155338,0.01699029126213592
2022_02_01,0.7510729613733905,0.15450643776824036,0.04291845493562232,0.05150214592274678
