date,Fear,Joy,Sadness,Surprise
2021_08_17,0.5875831485587583,0.2771618625277162,0.06651884700665188,0.06873614190687362
2021_08_18,0.5734597156398105,0.2890995260663507,0.07582938388625593,0.061611374407582936
2021_08_19,0.5824175824175825,0.2923076923076923,0.07252747252747253,0.05274725274725275
2021_08_20,0.568,0.302,0.068,0.062
2021_08_21,0.59,0.272,0.078,0.06
2021_08_22,0.5613636363636364,0.2681818181818182,0.08181818181818182,0.08863636363636364
2021_08_23,0.528,0.324,0.092,0.056
2021_08_24,0.598,0.264,0.07,0.068
2021_08_25,0.57,0.256,0.09,0.084
2021_08_26,0.63,0.236,0.064,0.07
2021_08_27,0.502,0.4,0.044,0.054
2021_08_28,0.5717171717171717,0.30505050505050507,0.06868686868686869,0.05454545454545454
2021_08_29,0.594,0.272,0.066,0.068
2021_08_30,0.5818965517241379,0.2801724137931034,0.06896551724137931,0.06896551724137931
2021_08_31,0.584,0.306,0.072,0.038
2021_09_01,0.54,0.304,0.064,0.092
2021_09_02,0.5612903225806452,0.26881720430107525,0.10967741935483871,0.060215053763440864
2021_09_03,0.585956416464891,0.288135593220339,0.06537530266343826,0.06053268765133172
2021_09_04,0.5543478260869565,0.29130434782608694,0.09565217391304348,0.058695652173913045
2021_09_05,0.5515151515151515,0.31313131313131315,0.06060606060606061,0.07474747474747474
2021_09_06,0.5671296296296297,0.3263888888888889,0.06944444444444445,0.037037037037037035
2021_09_07,0.5392156862745098,0.34068627450980393,0.07107843137254902,0.049019607843137254
2021_09_08,0.5471698113207547,0.3278301886792453,0.05660377358490566,0.06839622641509434
2021_09_09,0.5590200445434298,0.30066815144766146,0.07349665924276169,0.066815144766147
2021_09_10,0.6,0.234,0.112,0.054
2021_09_11,0.5300429184549357,0.27682403433476394,0.11802575107296137,0.07510729613733906
2021_09_12,0.5331695331695332,0.28501228501228504,0.10565110565110565,0.07616707616707617
2021_09_13,0.5580246913580247,0.2962962962962963,0.09135802469135802,0.05432098765432099
2021_09_14,0.5754716981132075,0.25235849056603776,0.08254716981132075,0.08962264150943396
2021_09_15,0.48931116389548696,0.34441805225653205,0.09738717339667459,0.0688836104513064
2021_09_16,0.578125,0.28125,0.0859375,0.0546875
2021_09_17,0.514,0.34,0.06,0.086
2021_09_18,0.488,0.342,0.064,0.106
2021_09_19,0.5736434108527132,0.25839793281653745,0.08010335917312661,0.08785529715762273
2021_09_20,0.5841346153846154,0.27403846153846156,0.06490384615384616,0.07692307692307693
2021_09_21,0.6189473684210526,0.2736842105263158,0.061052631578947365,0.04631578947368421
2021_09_22,0.63,0.22,0.082,0.068
2021_09_23,0.6274089935760171,0.2291220556745182,0.0728051391862955,0.07066381156316917
2021_09_24,0.5686274509803921,0.289760348583878,0.07407407407407407,0.06753812636165578
2021_09_25,0.549636803874092,0.3099273607748184,0.05569007263922518,0.0847457627118644
2021_09_26,0.5287671232876713,0.32054794520547947,0.07945205479452055,0.07123287671232877
2021_09_27,0.5990220048899756,0.24938875305623473,0.06845965770171149,0.08312958435207823
2021_09_28,0.5545977011494253,0.2988505747126437,0.07183908045977011,0.07471264367816093
2021_09_29,0.5534591194968553,0.29874213836477986,0.06918238993710692,0.07861635220125786
2021_09_30,0.5546666666666666,0.30133333333333334,0.07733333333333334,0.06666666666666667
2021_10_01,0.5582089552238806,0.2865671641791045,0.07761194029850746,0.07761194029850746
2021_10_02,0.5736677115987461,0.3385579937304075,0.05642633228840126,0.03134796238244514
2021_10_03,0.5292207792207793,0.24675324675324675,0.13636363636363635,0.08766233766233766
2021_10_04,0.6020066889632107,0.2608695652173913,0.07692307692307693,0.06020066889632107
2021_10_05,0.5229885057471264,0.33045977011494254,0.09770114942528736,0.04885057471264368
2021_10_06,0.5501519756838906,0.3100303951367781,0.08206686930091185,0.057750759878419454
2021_10_07,0.5185185185185185,0.3117283950617284,0.10802469135802469,0.06172839506172839
2021_10_08,0.571875,0.28125,0.096875,0.05
2021_10_09,0.5662983425414365,0.2983425414364641,0.07734806629834254,0.058011049723756904
2021_10_10,0.517799352750809,0.34627831715210355,0.0744336569579288,0.061488673139158574
2021_10_11,0.5662650602409639,0.2740963855421687,0.07228915662650602,0.08734939759036145
2021_10_12,0.5,0.3567251461988304,0.06725146198830409,0.07602339181286549
2021_10_13,0.574468085106383,0.30141843971631205,0.06028368794326241,0.06382978723404255
2021_10_14,0.5066225165562914,0.3576158940397351,0.04304635761589404,0.09271523178807947
2021_10_15,0.5598290598290598,0.2692307692307692,0.07692307692307693,0.09401709401709402
2021_10_16,0.6076388888888888,0.2673611111111111,0.07291666666666667,0.052083333333333336
2021_10_17,0.5733788395904437,0.2764505119453925,0.09897610921501707,0.051194539249146756
2021_10_18,0.5252525252525253,0.31313131313131315,0.09427609427609428,0.06734006734006734
2021_10_19,0.5962732919254659,0.2795031055900621,0.049689440993788817,0.07453416149068323
2021_10_20,0.547945205479452,0.3013698630136986,0.07191780821917808,0.07876712328767123
2021_10_21,0.442,0.434,0.046,0.078
2021_10_22,0.468,0.378,0.07,0.084
2021_10_23,0.5456730769230769,0.3076923076923077,0.06009615384615385,0.08653846153846154
2021_10_24,0.546875,0.296875,0.084375,0.071875
2021_10_25,0.5318352059925093,0.30711610486891383,0.09737827715355805,0.06367041198501873
2021_10_26,0.553125,0.334375,0.059375,0.053125
2021_10_27,0.6144578313253012,0.2891566265060241,0.05421686746987952,0.04216867469879518
2021_10_28,0.5884476534296029,0.27075812274368233,0.07581227436823104,0.06498194945848375
2021_10_29,0.5081967213114754,0.30491803278688523,0.10491803278688525,0.08196721311475409
2021_10_30,0.6024844720496895,0.21428571428571427,0.08074534161490683,0.10248447204968944
2021_10_31,0.5734767025089605,0.25448028673835127,0.08602150537634409,0.08602150537634409
2021_11_01,0.6061538461538462,0.2553846153846154,0.07692307692307693,0.06153846153846154
2021_11_02,0.5182481751824818,0.28832116788321166,0.0948905109489051,0.09854014598540146
2021_11_03,0.51875,0.296875,0.09375,0.090625
2021_11_04,0.5051194539249146,0.34812286689419797,0.08873720136518772,0.05802047781569966
2021_11_05,0.5298013245033113,0.2847682119205298,0.10264900662251655,0.08278145695364239
2021_11_06,0.589622641509434,0.2783018867924528,0.08490566037735849,0.04716981132075472
2021_11_07,0.49264705882352944,0.3161764705882353,0.09558823529411764,0.09558823529411764
2021_11_08,0.5437262357414449,0.2813688212927757,0.09885931558935361,0.07604562737642585
2021_11_09,0.5454545454545454,0.3181818181818182,0.09740259740259741,0.03896103896103896
2021_11_10,0.5088967971530249,0.3416370106761566,0.07473309608540925,0.07473309608540925
2021_11_11,0.5321888412017167,0.2918454935622318,0.07296137339055794,0.10300429184549356
2021_11_12,0.567398119122257,0.30094043887147337,0.06583072100313479,0.06583072100313479
2021_11_13,0.5649122807017544,0.28771929824561404,0.0912280701754386,0.056140350877192984
2021_11_14,0.5724137931034483,0.2689655172413793,0.06896551724137931,0.0896551724137931
2021_11_15,0.570281124497992,0.28112449799196787,0.08032128514056225,0.06827309236947791
2021_11_16,0.5818965517241379,0.2672413793103448,0.09482758620689655,0.05603448275862069
2021_11_17,0.49538461538461537,0.3046153846153846,0.08615384615384615,0.11384615384615385
2021_11_18,0.5323741007194245,0.35251798561151076,0.05755395683453238,0.05755395683453238
2021_11_19,0.549800796812749,0.30278884462151395,0.07171314741035857,0.07569721115537849
2021_11_20,0.48535564853556484,0.3472803347280335,0.06694560669456066,0.100418410041841
2021_11_21,0.5261324041811847,0.30313588850174217,0.11498257839721254,0.05574912891986063
2021_11_22,0.49823321554770317,0.29328621908127206,0.10247349823321555,0.10600706713780919
2021_11_23,0.508695652173913,0.3521739130434783,0.08260869565217391,0.05652173913043478
2021_11_24,0.5591715976331361,0.2781065088757396,0.08579881656804733,0.07692307692307693
2021_11_25,0.4895833333333333,0.3229166666666667,0.13194444444444445,0.05555555555555555
2021_11_26,0.6659192825112108,0.23318385650224216,0.05605381165919283,0.04484304932735426
2021_11_27,0.646,0.22,0.066,0.068
2021_11_28,0.684,0.212,0.05,0.054
2021_11_29,0.648,0.236,0.064,0.052
2021_11_30,0.6398390342052314,0.24748490945674045,0.05835010060362173,0.05432595573440644
2021_12_01,0.5987525987525988,0.2661122661122661,0.06652806652806653,0.06860706860706861
2021_12_02,0.606,0.232,0.078,0.084
2021_12_03,0.686,0.214,0.05,0.05
2021_12_04,0.591002044989775,0.26993865030674846,0.09406952965235174,0.044989775051124746
2021_12_05,0.5785876993166287,0.2938496583143508,0.07972665148063782,0.04783599088838269
2021_12_06,0.5793450881612091,0.2594458438287154,0.08564231738035265,0.07556675062972293
2021_12_07,0.5957446808510638,0.24316109422492402,0.1033434650455927,0.057750759878419454
2021_12_08,0.5,0.33969465648854963,0.09541984732824428,0.0648854961832061
2021_12_09,0.5143884892086331,0.33093525179856115,0.08273381294964029,0.07194244604316546
2021_12_10,0.6156156156156156,0.2702702702702703,0.05105105105105105,0.06306306306306306
2021_12_11,0.5620915032679739,0.238562091503268,0.10130718954248366,0.09803921568627451
2021_12_12,0.628482972136223,0.2260061919504644,0.08668730650154799,0.058823529411764705
2021_12_13,0.65625,0.22355769230769232,0.07932692307692307,0.040865384615384616
2021_12_14,0.5606936416184971,0.2745664739884393,0.07514450867052024,0.08959537572254335
2021_12_15,0.6179401993355482,0.26578073089701,0.0664451827242525,0.04983388704318937
2021_12_16,0.5757575757575758,0.2702020202020202,0.0707070707070707,0.08333333333333333
2021_12_17,0.5439560439560439,0.29120879120879123,0.11813186813186813,0.046703296703296704
2021_12_18,0.5884353741496599,0.2687074829931973,0.07142857142857142,0.07142857142857142
2021_12_19,0.5884057971014492,0.24057971014492754,0.09855072463768116,0.07246376811594203
2021_12_20,0.5983606557377049,0.2650273224043716,0.07377049180327869,0.06284153005464481
2021_12_21,0.5946601941747572,0.24757281553398058,0.08737864077669903,0.0703883495145631
2021_12_22,0.6351351351351351,0.22072072072072071,0.06306306306306306,0.08108108108108109
2021_12_23,0.5798319327731093,0.26260504201680673,0.06722689075630252,0.09033613445378151
2021_12_24,0.5611353711790393,0.2663755458515284,0.07641921397379912,0.09606986899563319
2021_12_25,0.494,0.344,0.078,0.084
2021_12_26,0.578,0.236,0.08,0.106
2021_12_27,0.6488222698072805,0.2334047109207709,0.059957173447537475,0.057815845824411134
2021_12_28,0.6,0.23,0.086,0.084
2021_12_29,0.586,0.244,0.082,0.088
2021_12_30,0.718,0.172,0.058,0.052
2021_12_31,0.506,0.324,0.076,0.094
2022_01_01,0.52,0.34,0.088,0.052
2022_01_02,0.596,0.236,0.068,0.1
2022_01_03,0.584,0.282,0.062,0.072
2022_01_04,0.642,0.246,0.06,0.052
2022_01_05,0.508,0.306,0.108,0.078
2022_01_06,0.638,0.23,0.076,0.056
2022_01_07,0.588,0.268,0.074,0.07
2022_01_08,0.554,0.268,0.084,0.094
2022_01_09,0.524,0.302,0.086,0.088
2022_01_10,0.57,0.25,0.096,0.084
2022_01_11,0.56,0.302,0.08,0.058
2022_01_12,0.532,0.284,0.094,0.09
2022_01_13,0.528,0.306,0.08,0.086
2022_01_14,0.506,0.336,0.062,0.096
2022_01_15,0.452,0.352,0.076,0.12
2022_01_16,0.884,0.062,0.014,0.04
2022_01_17,0.896,0.064,0.004,0.036
2022_01_18,0.886,0.078,0.01,0.026
2022_01_19,0.852,0.086,0.016,0.046
2022_01_20,0.778,0.14,0.034,0.048
2022_01_21,0.56,0.266,0.088,0.086
2022_01_22,0.752,0.128,0.052,0.068
2022_01_23,0.606,0.248,0.076,0.07
2022_01_24,0.622,0.254,0.052,0.072
2022_01_25,0.5198019801980198,0.2995049504950495,0.09900990099009901,0.08168316831683169
2022_01_26,0.652,0.242,0.066,0.04
2022_01_27,0.664,0.222,0.064,0.05
2022_01_28,0.634,0.234,0.062,0.07
2022_01_29,0.5813953488372093,0.27906976744186046,0.08456659619450317,0.05496828752642706
2022_01_30,0.6802443991853361,0.20570264765784113,0.054989816700611,0.059063136456211814
2022_01_31,0.5173333333333333,0.312,0.088,0.08266666666666667
2022_02_01,0.718,0.176,0.056,0.05
