date,content
08/07/2020,"('singapore', 206)
('cases', 75)
('158', 52)
('singapore,', 50)
('sg', 47)
('reports', 41)
('mask', 39)
('community', 36)
('#singapore', 27)
('cases,', 26)
('people', 25)
('taiwan,', 24)
('deaths', 23)
('#covid19', 21)
('countries', 21)
('news', 20)
('quarantine', 19)
('japan', 19)
('including', 19)
('singapore’s', 18)
"
09/07/2020,"('singapore', 179)
('cases', 62)
('singapore,', 33)
('sg', 32)
('#singapore', 31)
('125', 30)
('asia', 26)
('21', 26)
('community', 25)
('deals', 23)
('despite', 23)
('three', 22)
('#covid19', 22)
('taiwan,', 21)
('countries', 21)
('mask', 21)
('japan,', 21)
('secures', 19)
('people', 19)
('south-east', 19)
"
10/07/2020,"('singapore', 297)
('election', 138)
('holding', 99)
('cases', 68)
('pandemic""', 63)
('pandemic', 62)
('""how', 58)
('191', 49)
('transmission', 41)
('#singapore', 38)
('singapore,', 36)
('amid', 35)
('mask', 34)
('sg', 32)
('general', 30)
('vote', 27)
('16', 26)
('people', 23)
('records', 23)
('ruling', 21)
"
11/07/2020,"('singapore', 131)
('cases', 58)
('election', 37)
('singapore,', 35)
('mask', 27)
('170', 27)
('community', 27)
('24', 25)
(""singapore's"", 24)
('#singapore', 24)
('sg', 21)
('party', 21)
('including', 21)
('singapore.', 18)
('general', 18)
('countries', 17)
('quarantine', 17)
('#covid19', 16)
('health', 16)
('pap', 15)
"
12/07/2020,"('singapore', 123)
('cases', 56)
('mask', 40)
('sg', 36)
('178', 34)
('singapore,', 30)
('#singapore', 23)
('community', 20)
(':', 19)
('people', 18)
('wear', 17)
('quarantine', 15)
('including', 15)
('reports', 15)
('it’s', 15)
('imported', 14)
('case', 14)
('#covid19', 14)
('wearing', 14)
('singapore.', 14)
"
13/07/2020,"('singapore', 212)
('cases', 82)
('singapore,', 63)
('sg', 43)
('people', 40)
('#singapore', 37)
('10', 32)
('322', 31)
('11', 31)
('mask', 31)
('including', 26)
('community', 25)
('#covid19', 25)
('circuit', 24)
('quarantine', 24)
('deports', 22)
('re-entry', 21)
('masks', 21)
('deaths', 20)
('indians,', 20)
"
14/07/2020,"('singapore', 244)
('economy', 72)
('recession', 66)
('mask', 63)
('cases', 62)
('singapore,', 49)
('people', 43)
('#singapore', 43)
('#covid19', 39)
('gdp', 36)
('wearing', 35)
('quarter', 33)
('countries', 33)
('second', 32)
('sg', 32)
('347', 30)
('pandemic', 29)
('41.2%', 28)
('wear', 26)
('record', 25)
"
15/07/2020,"('singapore', 219)
('cases', 71)
('singapore,', 59)
('mask', 55)
('249', 54)
('#singapore', 47)
('cases,', 45)
('reports', 40)
('sg', 37)
(""singapore's"", 36)
('#covid19', 29)
('including', 28)
('community', 27)
('people', 27)
('5', 26)
('16', 25)
('foreign', 25)
('workers', 25)
('resorts', 24)
('quarantine', 22)
"
16/07/2020,"('singapore', 158)
('cases', 67)
(""singapore's"", 47)
('singapore,', 37)
('global', 37)
('mask', 34)
('#singapore', 32)
('248', 32)
('sg', 30)
('economic', 29)
('resurgence', 28)
('singapore’s', 28)
('central', 26)
('situation', 26)
('cases,', 25)
('economy', 24)
('11', 23)
('community', 23)
('looms,', 22)
('including', 21)
"
17/07/2020,"('singapore', 259)
('cases', 107)
('327', 63)
('#singapore', 52)
('covid-19:', 51)
('singapore,', 40)
('sg', 36)
('reports', 35)
('mask', 34)
('community', 31)
('japan', 27)
('second', 27)
('hong', 24)
('#covid19', 24)
('quarantine', 23)
('gan', 22)
('kim', 22)
('including', 22)
('people', 21)
('health', 19)
"
18/07/2020,"('singapore', 162)
('cases', 50)
('singapore,', 36)
('mask', 35)
('202', 34)
('sg', 31)
('#singapore', 27)
('|', 24)
('community', 24)
('people', 22)
('japan,', 20)
('countries', 20)
('7', 19)
('#covid19', 18)
('cases,', 18)
('hong', 17)
('reports', 17)
('south', 16)
('covid-19:', 15)
('korea,', 14)
"
19/07/2020,"('singapore', 135)
('mask', 58)
('cases', 57)
('singapore,', 49)
('quarantine', 33)
('257', 33)
('sg', 32)
('community', 32)
('people', 30)
('wear', 27)
('wearing', 27)
('including', 27)
('8', 25)
('#singapore', 21)
('#covid19', 20)
('|', 19)
('masks', 16)
('countries', 15)
('total', 14)
('test', 13)
"
20/07/2020,"('singapore', 145)
('cases', 55)
('fintech', 47)
('singapore,', 43)
('mask', 34)
('123', 31)
('sg', 28)
('board', 24)
('#singapore', 24)
('community', 22)
('job', 21)
('association', 20)
('people', 20)
('11', 19)
('covid-19:', 18)
('builds', 18)
('post-covid', 18)
('#covid19', 18)
('good', 17)
('including', 17)
"
21/07/2020,"('singapore', 144)
('cases', 79)
('singapore,', 53)
('#singapore', 38)
('mask', 36)
('399', 33)
('dengue', 29)
('sg', 27)
('including', 25)
('community', 25)
('people', 20)
('deadly', 19)
('covid-19:', 19)
('quarantine', 18)
('#covid19', 18)
('vaccine', 18)
('grapples', 18)
('fever', 18)
('rages', 18)
('countries', 16)
"
22/07/2020,"('singapore', 246)
('cases', 64)
('singapore,', 47)
('mask', 45)
('vaccine', 44)
('sg', 37)
('clinical', 37)
('trials', 37)
('arcturus', 37)
('#singapore', 35)
('people', 34)
('310', 32)
('candidate', 28)
('duke-nus', 28)
('#covid19', 27)
('developed', 25)
('community', 23)
('nurse', 22)
('greenlights', 22)
('medical', 22)
"
23/07/2020,"('singapore', 164)
('cases', 61)
('singapore,', 46)
('354', 33)
('sg', 29)
('#singapore', 25)
('mask', 24)
('quarantine', 22)
('uk', 21)
('8', 19)
('community', 19)
('including', 17)
('imported', 15)
('amid', 13)
('nurse', 13)
('masks', 13)
('delhi', 13)
('jobs', 11)
('countries', 11)
('health', 11)
"
24/07/2020,"('singapore', 147)
('cases', 56)
('#singapore', 50)
('singapore,', 49)
('mask', 39)
('277', 30)
('sg', 28)
('community', 25)
('people', 23)
('quarantine', 20)
('#covid19', 20)
('2', 20)
('countries', 20)
('south', 19)
('wearing', 18)
('hong', 17)
('vaccine', 17)
('|', 16)
('july', 16)
('covid-19:', 16)
"
25/07/2020,"('singapore', 175)
('pm', 60)
('delay', 57)
('cases', 57)
('flags', 55)
('retirement', 55)
('513', 39)
('singapore,', 38)
('#singapore', 37)
('cabinet', 33)
('unveils', 29)
('lee', 28)
('community', 26)
('2', 24)
('including', 23)
('test', 21)
('mask', 20)
('sg', 20)
('vaccine', 19)
('reports', 19)
"
26/07/2020,"('singapore', 186)
('cases', 79)
('vaccine', 51)
('human', 46)
('trials', 45)
('481', 42)
('singapore,', 37)
('#singapore', 27)
('mask', 25)
('straits', 24)
('start', 24)
('sg', 23)
('news', 21)
('community', 20)
('50,000', 20)
('week', 19)
('5', 17)
('imported', 16)
('4', 16)
('stories', 15)
"
27/07/2020,"('singapore', 275)
('test', 80)
('cases', 80)
('36', 69)
('scientists', 66)
('develop', 62)
('delivers', 60)
('singapore,', 57)
('#singapore', 49)
('minutes', 41)
('technique', 35)
('mask', 34)
('sg', 33)
('469', 33)
('15', 31)
('method', 30)
('community', 27)
('including', 27)
('imported', 26)
('korea', 25)
"
28/07/2020,"('singapore', 163)
('cases', 69)
('singapore,', 42)
('#singapore', 40)
('359', 31)
('imported', 28)
('sg', 28)
('2', 26)
('community', 24)
('mask', 24)
('including', 22)
('#covid19', 22)
('leaders', 21)
('global', 20)
('test', 18)
('people', 17)
('infections', 16)
('businesses', 16)
('tune', 16)
('conversation', 16)
"
29/07/2020,"('singapore', 195)
('cases', 52)
('sg', 37)
('#singapore', 37)
('airlines', 34)
('mask', 32)
('reports', 30)
('loss', 30)
('singapore,', 27)
('pandemic', 26)
('people', 25)
('#covid19', 24)
('334', 24)
('community', 20)
('covid-19:', 19)
('rate', 19)
('q1', 19)
('billion', 18)
('amid', 18)
('flight', 18)
"
30/07/2020,"('singapore', 167)
('cases', 67)
('imported', 33)
('singapore,', 31)
('#singapore', 30)
('mask', 28)
('sg', 27)
('#covid19', 24)
('patients', 24)
('people', 23)
('4', 22)
('278', 21)
('wave', 20)
('third', 19)
('monitoring', 17)
('community', 16)
('quarantine', 16)
('countries', 16)
('cases,', 15)
('remote', 15)
"
31/07/2020,"('singapore', 164)
('cases', 63)
('singapore,', 45)
('sg', 42)
('community', 34)
('#singapore', 27)
('including', 26)
('396', 26)
('3', 25)
('south', 24)
('mask', 23)
('quarantine', 21)
('cases,', 20)
('day', 19)
('people', 19)
('#covid19', 18)
('korea', 17)
('reports', 15)
('test', 15)
('news', 15)
"
01/08/2020,"('singapore', 112)
('cases', 50)
('singapore,', 35)
('test', 34)
('including', 24)
('#singapore', 24)
('mask', 24)
('community', 23)
('307', 21)
('three', 21)
('positive', 20)
('travel', 20)
('india-returnees', 18)
('sg', 18)
('people', 16)
('measures', 15)
('stay-home', 15)
('singapore-malaysia', 14)
('include', 14)
('minimum', 14)
"
02/08/2020,"('singapore', 104)
('singapore,', 41)
('cases', 29)
('quarantine', 27)
('313', 26)
('community', 26)
('sg', 25)
('including', 24)
('5', 24)
('mask', 22)
('imported', 21)
('case', 20)
('travel', 17)
('#singapore', 16)
('india,', 13)
('infections', 13)
('wearing', 13)
('urban', 11)
('farms', 11)
('sprout', 11)
"
03/08/2020,"('singapore', 330)
('electronic', 194)
('wear', 173)
('tags', 131)
('travellers', 121)
('quarantine', 115)
('enforce', 100)
('monitoring', 67)
('device', 57)
('#singapore', 50)
('ensure', 46)
('travelers', 45)
('amid', 39)
('cases', 39)
('devices', 28)
('incoming', 28)
('sg', 25)
('visitors', 24)
('#covid19', 23)
('plans', 22)
"
04/08/2020,"('singapore', 265)
('electronic', 99)
('quarantine', 90)
('wear', 76)
('monitoring', 65)
('devices', 55)
('cases', 55)
('tags', 47)
('enforce', 47)
('#singapore', 44)
('visitors', 42)
('ensure', 39)
('travellers', 39)
('tag', 38)
('travelers', 37)
('singapore,', 36)
('compliance', 35)
('sg', 32)
('quarantine.', 28)
('295', 26)
"
05/08/2020,"('singapore', 186)
('cases', 77)
('908', 48)
('#singapore', 44)
('quarantine', 41)
('sg', 35)
('electronic', 26)
('vaccine', 26)
('workers', 25)
('singapore,', 25)
('mask', 24)
('reports', 19)
('#covid19', 19)
('wear', 18)
('arcturus', 18)
('amid', 17)
('high', 17)
('enforce', 17)
('tags', 16)
('singapore.', 16)
"
06/08/2020,"('singapore', 208)
('cases', 80)
('singapore,', 44)
('#singapore', 38)
('economic', 33)
('workers', 33)
('301', 32)
('sg', 31)
('quarantine', 31)
('countries', 28)
('monitoring', 28)
('wear', 24)
('electronic', 24)
('mask', 23)
('migrant', 23)
('community', 21)
('travelers', 20)
('impact', 19)
('4', 19)
('facing', 18)
"
07/08/2020,"('singapore', 153)
('cases', 50)
('sg', 36)
('#singapore', 29)
('242', 27)
('singapore,', 24)
('wear', 18)
('mask', 18)
('enforce', 17)
('quarantine', 17)
('#covid19', 16)
('social', 16)
('community', 16)
('workers', 15)
('august', 15)
('including', 15)
('distancing', 14)
('imported', 14)
('reports', 13)
('help', 13)
"
08/08/2020,"('singapore', 137)
('cases', 56)
('132', 33)
('singapore,', 29)
('imported', 27)
('vaccine', 26)
('#singapore', 25)
('6', 22)
('including', 19)
('singapore’s', 18)
('community', 18)
('mask', 17)
('trial', 17)
('cases,', 16)
('day', 16)
('testing', 15)
('early-stage', 14)
('infections', 14)
('national', 14)
('quarantine', 14)
"
09/08/2020,"('singapore', 165)
('cases', 54)
('national', 46)
('day', 41)
('sg', 36)
('55th', 35)
('happy', 35)
('175', 35)
('singapore,', 31)
('vaccine', 28)
('#singapore', 27)
('trial', 25)
('birthday', 24)
('early-stage', 24)
('crisis', 22)
('mask', 22)
('celebrates', 21)
('infections', 20)
('community', 19)
('people', 18)
"
10/08/2020,"('singapore', 128)
('cases', 69)
('sg', 37)
('singapore,', 34)
('188', 33)
('mask', 29)
('12', 25)
('including', 23)
('imported', 23)
('people', 18)
('#singapore', 17)
('lost', 17)
('reports', 16)
('student', 16)
('economy,', 16)
(""singapore's"", 15)
('vaccine', 15)
('batters', 15)
('jobs', 15)
('singapore.', 14)
"
11/08/2020,"('singapore', 207)
('cases', 84)
('recession', 52)
('61', 48)
('slams', 44)
('daily', 37)
('chan', 37)
('chun', 37)
('#singapore', 36)
('pre-covid-19', 35)
('reports', 32)
('sg', 29)
('returning', 29)
('singapore,', 29)
('lowest', 29)
('worse', 27)
('thought', 27)
(""singapore's"", 25)
('singapore’s', 25)
(""asia's"", 25)
"
12/08/2020,"('singapore', 174)
('cases', 73)
('lowest', 53)
('daily', 49)
('reports', 43)
('42', 36)
('singapore,', 36)
('months', 29)
('#singapore', 27)
('vaccine', 24)
('live', 24)
('mask', 23)
('updates:', 22)
('cleared', 21)
('covid-19:', 19)
('foreign', 18)
('community', 17)
('sg', 17)
(""singapore's"", 16)
('including', 15)
"
13/08/2020,"('singapore', 146)
('cases', 58)
('travel', 51)
('#singapore', 43)
('singapore,', 40)
('restrictions', 35)
('102', 31)
('sg', 30)
('community', 27)
('japan,', 27)
('cleared', 25)
('imported', 25)
('quarantine', 25)
('vaccine', 25)
('#covid19', 22)
('worker', 21)
('mask', 19)
('finds', 18)
('800', 18)
('reports', 16)
"
14/08/2020,"('singapore', 174)
('cases', 63)
('singapore,', 30)
('community', 26)
('83', 26)
('#singapore', 26)
('south', 25)
('travel', 25)
('mask', 25)
('korea,', 23)
('zealand', 20)
('control', 20)
('emulate', 19)
('japan,', 19)
('quarantine', 19)
('consider', 19)
('replacing', 19)
('u.s.', 18)
('restrictions', 18)
('testing', 18)
"
15/08/2020,"('singapore', 91)
('cases', 41)
('81', 33)
('including', 26)
('reports', 25)
('#singapore', 22)
('singapore,', 20)
('arrived', 18)
('10', 17)
('vessel', 17)
('3', 16)
('infections,', 16)
('sg', 16)
('imported', 15)
('community', 15)
('quarantine', 14)
('crew', 14)
('members', 14)
('mask', 12)
('16', 11)
"
16/08/2020,"('singapore', 144)
('cases', 47)
('people', 33)
('86', 31)
('sg', 28)
('including', 24)
('quarantine', 24)
('students', 23)
('tired', 20)
('international', 20)
('reports', 19)
('imported', 19)
('singapore.', 19)
('amid', 17)
('rules', 17)
('singapore,', 17)
('44%', 16)
('6', 16)
('limit', 16)
('infections', 15)
"
17/08/2020,"('singapore', 234)
('support', 66)
('cases', 51)
('#singapore', 46)
('billion', 45)
('$5.8', 30)
('measures', 30)
('sg', 27)
('91', 27)
('crew', 26)
('community', 26)
('singapore,', 24)
('minister', 22)
('including', 20)
('amid', 20)
('#covid19', 19)
('finance', 18)
('worth', 17)
('quarantine', 17)
('tested', 17)
"
18/08/2020,"('singapore', 170)
('cases', 56)
('sg', 36)
('mask', 34)
('singapore,', 30)
('singapore’s', 29)
('#singapore', 28)
('100', 25)
('community', 22)
('quarantine', 19)
('pandemic', 18)
('restaurants', 17)
('widen', 16)
('income', 16)
('masks', 16)
('including', 16)
('people', 15)
('cases,', 15)
('gap', 14)
('announces', 14)
"
19/08/2020,"('singapore', 122)
('singapore,', 64)
('people', 57)
('quarantine', 47)
('cases', 45)
('korea,', 45)
('additional', 44)
('australia,', 42)
('japan,', 42)
('india,', 41)
('thailand,', 41)
('zealand,', 41)
('vietnam,', 41)
('income', 41)
('staying', 41)
('📌', 40)
('calling', 40)
('from:\nphilippines,', 40)
('canada,', 40)
('indonesia,', 40)
"
20/08/2020,"('singapore', 126)
('cases', 57)
('sg', 38)
('68', 27)
('#singapore', 24)
('community', 24)
('singapore,', 20)
('study', 20)
('mask', 19)
('amid', 18)
('imported', 17)
('people', 16)
(""singapore's"", 15)
('quarantine', 14)
('reports', 14)
('working', 14)
('infections', 13)
('guoco', 13)
('midtown', 13)
('focuses', 13)
"
21/08/2020,"('singapore', 272)
('variant', 130)
('milder', 127)
('find', 112)
('scientists', 111)
('infections', 89)
('cases', 42)
('#singapore', 41)
('researchers', 33)
('singapore,', 27)
('117', 26)
('discover', 24)
('quarantine', 23)
('#covid19', 21)
('6', 20)
('community', 20)
('|', 19)
('vaccine', 19)
('covid-19:', 19)
('sg', 18)
"
22/08/2020,"('singapore', 138)
('cases', 55)
('50', 31)
('sg', 28)
('#singapore', 28)
('milder', 23)
('imported', 22)
('singapore,', 21)
('2', 20)
('community', 20)
('variant', 18)
('infections', 18)
('including', 16)
('quarantine', 16)
('|', 16)
('singapore’s', 15)
('mask', 14)
('scientists', 14)
('5', 12)
('south', 12)
"
23/08/2020,"('singapore', 133)
('cases', 73)
('singapore,', 32)
('#singapore', 30)
('sg', 30)
('quarantine', 29)
('87', 27)
('big', 25)
('vaccine', 24)
('including', 22)
('imported', 21)
('dropping', 20)
('13', 20)
('mask', 18)
('news', 18)
('businesses', 18)
('managing', 18)
('cluster', 18)
('infections', 17)
('community', 16)
"
24/08/2020,"('singapore', 176)
('cases', 75)
('big', 45)
('businesses', 43)
('sg', 36)
('managing', 33)
('challenges', 33)
('quarantine', 31)
('#singapore', 31)
('singapore,', 29)
('singapore’s', 26)
('vaccine', 25)
('dropping', 22)
('51', 21)
('travel', 19)
('people', 18)
('news', 17)
('7', 17)
('social', 15)
('malaysia', 14)
"
25/08/2020,"('singapore', 165)
('cases', 65)
('#singapore', 50)
('sg', 36)
('31', 35)
('singapore,', 31)
('daily', 24)
('flight', 23)
('moh', 20)
('singapore’s', 20)
('people', 20)
('now:', 19)
('#business', 18)
('#t-shirt', 18)
('#design', 18)
('affordable', 18)
('\norder', 18)
('#fashion', 18)
('#tees', 18)
('#clothing', 18)
"
26/08/2020,"('singapore', 137)
('cases', 53)
('#singapore', 42)
('singapore,', 27)
('mask', 22)
('60', 19)
('sg', 18)
('#covid19', 17)
('#italy', 17)
('korea', 16)
('#canada', 16)
('travellers', 15)
('flight', 15)
('south', 15)
('#t-shirt', 15)
('#design', 15)
('affordable', 15)
('\norder', 15)
('now:', 15)
('#fashion', 15)
"
27/08/2020,"('singapore', 119)
('cases', 47)
('#singapore', 45)
('singapore,', 30)
('#covid19', 24)
('77', 24)
('including', 19)
('mask', 17)
('2', 17)
('community', 16)
('tests', 13)
('|', 12)
('sg', 11)
(""singapore's"", 11)
('change', 11)
('china-bound', 11)
('face', 11)
('industry', 11)
('suntec', 11)
('help', 11)
"
28/08/2020,"('singapore', 138)
('cases', 49)
('#singapore', 40)
('94', 40)
('including', 35)
('singapore,', 28)
('cases,', 26)
('10', 25)
('sg', 24)
('reports', 22)
('mask', 19)
('|', 19)
('bole', 17)
('sg.', 17)
('face', 16)
('#covid19', 16)
('toh', 16)
('deaths', 15)
('#finance', 13)
('quarantine', 13)
"
29/08/2020,"('singapore', 89)
('@manishs_sg', 63)
('cases', 36)
('mask', 29)
('#singapore', 26)
('51', 22)
('singapore,', 22)
('sg', 22)
('people', 20)
('including', 19)
('@abhina_prakash', 19)
('students', 17)
('exams', 17)
('@gokul12527', 17)
('|', 16)
('exam', 16)
('community', 15)
('3', 15)
('quarantine', 13)
('2', 13)
"
30/08/2020,"('singapore', 132)
('deaths', 114)
('died', 107)
('\ninfections', 106)
('patients', 56)
('deaths,', 54)
('@victoriancho', 54)
('56k+', 53)
('27\n\nvictoria', 53)
('cho', 53)
('says:\nnot', 53)
('classified', 53)
('exactly', 53)
('victorians', 53)
('\n\n', 51)
('18k+', 42)
('513\n\nvictorian', 42)
('cases', 38)
('#singapore', 30)
('covid-19?', 26)
"
31/08/2020,"('singapore', 112)
('cases', 57)
('#singapore', 43)
('singapore,', 39)
('41', 23)
('sg', 22)
('community', 20)
('including', 19)
('3', 18)
('#trendy', 18)
('pandemic', 17)
('quarantine', 14)
('mask', 14)
('|', 14)
('7', 14)
('#covid19', 13)
('malaysia', 12)
('reports', 12)
('singapore’s', 12)
('amid', 12)
"
01/09/2020,"('singapore', 109)
('singapore,', 43)
('cases', 41)
('#singapore', 32)
('bank', 31)
('sg', 25)
('including', 23)
('40', 22)
('@piersmorgan', 20)
('post', 19)
('@gmb', 19)
('@piers_corbyn', 19)
('people', 18)
('@sg_efc', 17)
('imported', 17)
('community', 17)
('#covid19', 17)
('experience', 17)
('death', 16)
('learning', 16)
"
02/09/2020,"('singapore', 144)
('#singapore', 53)
('lee', 51)
('pm', 50)
('cases', 46)
('#trendy', 40)
('response', 30)
('singapore’s', 29)
('sg', 24)
('singapore,', 24)
('now:', 22)
('#canada', 22)
('49', 21)
('3', 21)
('#design', 21)
('service', 21)
('affordable', 21)
('\norder', 21)
('#fashion', 21)
('#tees', 21)
"
03/09/2020,"('singapore', 161)
('cases', 53)
('singapore,', 40)
('clusters', 34)
('#singapore', 32)
('worker', 27)
('reports', 27)
('live', 26)
('shares', 25)
('mask', 25)
('updates:', 24)
('clusters;', 24)
('fulgent', 24)
('soar', 24)
('people', 23)
('nyc', 23)
('48', 22)
('testing', 22)
('dormitories', 21)
('sg', 21)
"
04/09/2020,"('singapore', 146)
('cases', 60)
('#singapore', 35)
('singapore,', 26)
('40', 25)
('mask', 24)
('sg', 24)
('clusters', 20)
('worker', 18)
('covid-19:', 17)
('cleared', 17)
('including', 17)
('community', 17)
('imported', 15)
('3', 14)
('countries', 13)
('pm', 13)
('infections', 13)
('year', 13)
('cases,', 12)
"
05/09/2020,"('singapore', 98)
('cases', 43)
('3', 27)
('34', 25)
('#singapore', 24)
('including', 22)
('community', 20)
('sg', 20)
('reports', 18)
('people', 17)
('mask', 16)
('imported', 15)
('2', 14)
('singapore,', 12)
('singapore.', 12)
('cases,', 12)
('access', 11)
('|', 11)
('safe', 10)
('infections,', 10)
"
06/09/2020,"('singapore', 118)
('cases', 60)
(':', 48)
('pic', 45)
('mask', 43)
('40', 29)
('facebook', 29)
('face', 24)
('singapore,', 23)
('13', 23)
('including', 22)
('imported', 21)
('#singapore', 21)
('sg', 20)
('countries', 20)
('country', 18)
('community', 18)
('5', 18)
('hong', 17)
('fake', 16)
"
07/09/2020,"('singapore', 139)
('cases', 61)
('singapore,', 42)
('quarantine', 35)
('22', 31)
('#singapore', 28)
('sg', 22)
('including', 22)
('government', 21)
('community', 20)
('people', 18)
('daily', 18)
('3', 18)
('dormitories', 18)
('#covid19', 17)
('|', 17)
('infections', 16)
(""singapore's"", 16)
('pandemic', 16)
('freelancers', 15)
"
08/09/2020,"('singapore', 83)
('singapore,', 38)
('sg', 35)
('cases', 35)
('singapore’s', 32)
('#singapore', 30)
('temasek', 26)
('47', 24)
('portfolio', 23)
('fell', 23)
(""singapore's"", 22)
('years', 22)
('infections', 19)
('community', 17)
('quarantine', 16)
('including', 15)
('pandemic', 14)
('online', 13)
('|', 13)
('#covid19', 12)
"
09/09/2020,"('singapore', 138)
('council', 53)
('help', 53)
('security', 51)
('combat', 50)
('supporting', 49)
(""sg's"", 49)
('cessation', 49)
('hostilities', 49)
('cases', 48)
('singapore,', 40)
('pandemic,', 34)
('#singapore', 31)
('75', 31)
('|', 25)
('usg', 24)
('community', 22)
('including', 22)
('singapore’s', 21)
('tracing', 21)
"
10/09/2020,"('singapore', 256)
('india', 61)
('cases', 52)
('airlines', 52)
('travellers', 44)
('4,300', 43)
('#singapore', 42)
('sg', 40)
('jobs', 36)
('singapore,', 31)
('cut', 29)
('tests', 25)
('test', 25)
('group', 24)
('63', 24)
('2', 23)
('community', 23)
('quarantine', 22)
('amid', 22)
('negative', 22)
"
11/09/2020,"('singapore', 160)
('cases', 56)
('sg', 47)
('singapore,', 42)
('#singapore', 33)
('airlines', 32)
('business', 29)
('deaths', 28)
('4,300', 25)
('japan', 25)
('travel', 25)
('cuts', 21)
('pandemic', 19)
('14', 19)
('mask', 18)
('air', 18)
('87', 18)
('cut', 17)
('india', 16)
('response', 15)
"
12/09/2020,"('singapore', 83)
('cases', 67)
('singapore,', 63)
('community', 48)
('imported', 46)
('13', 36)
('86', 35)
('42', 27)
('#singapore', 21)
('4', 20)
('including', 19)
('infections', 18)
('sg', 17)
('10', 12)
('airlines', 12)
('clade', 12)
('quarantine', 10)
('mask', 10)
('death', 10)
('reported', 10)
"
13/09/2020,"('singapore', 102)
('cases', 72)
('imported', 43)
('community', 34)
('singapore,', 32)
('49', 28)
('8', 23)
('10', 22)
('including', 20)
('india', 20)
('sg', 19)
('#singapore', 17)
('|', 15)
('#covid19', 13)
('deaths', 13)
('mask', 13)
('masks', 13)
('reported', 12)
('travel', 11)
('people', 11)
"
14/09/2020,"('singapore', 253)
('death', 112)
('toll', 101)
('distributes', 93)
('contact-tracing', 89)
('tokens', 87)
('migrant', 44)
('cases', 41)
(""singapore's"", 34)
('grapples', 31)
('dormitories', 31)
('singapore,', 30)
('south', 29)
('#singapore', 29)
(""workers'"", 25)
('48', 24)
('news', 22)
('5', 21)
(""taiwan's"", 21)
('7,', 21)
"
15/09/2020,"('singapore', 149)
('cases', 38)
('death', 35)
('#singapore', 30)
('toll', 30)
('sg', 29)
('34', 23)
('singapore,', 20)
('travel', 19)
('pandemic', 18)
('amid', 17)
('mask', 16)
('contact-tracing', 15)
('community', 15)
('6', 14)
('imported', 14)
(""singapore's"", 14)
('tokens', 13)
('vaccine', 13)
('south', 13)
"
16/09/2020,"('death', 174)
('toll', 170)
('singapore', 162)
('travel', 54)
('tourism', 51)
('cases', 51)
('domestic', 50)
('turns', 48)
('sector', 48)
('reels', 46)
('south', 40)
('businesses', 39)
(""singapore's"", 38)
('however,', 37)
('363', 35)
('9,171', 35)
('continue', 35)
('7,', 34)
('27,', 34)
(""australia's"", 34)
"
17/09/2020,"('singapore', 265)
('thailand', 156)
('list', 119)
('quarantine', 103)
('rate', 80)
('death', 80)
('lowest', 70)
(""singapore's"", 65)
('slovenia', 65)
(""world's"", 57)
('cases', 56)
('coronavirus:', 54)
('travel', 48)
('guadeloupe', 48)
(""england's"", 44)
('people', 43)
('england', 38)
('removed', 37)
('explainer:', 34)
('#singapore', 33)
"
18/09/2020,"('singapore', 228)
('singapore:', 94)
('‘pandemic', 86)
('inequality’', 83)
('exposed', 70)
('thailand', 67)
('news', 58)
('quarantine', 56)
('bbc', 48)
('lowest', 48)
('#singapore', 44)
('list', 41)
('death', 41)
('cases', 40)
('11', 38)
(""singapore's"", 35)
('sg', 33)
('pandemic', 30)
('rate', 29)
('daily', 28)
"
19/09/2020,"('singapore', 118)
('cases', 39)
('#singapore', 29)
('15', 26)
('rolls', 23)
('singapore,', 20)
('community', 20)
('death', 17)
(""singapore's"", 16)
('lowest', 16)
('including', 16)
('singapore:', 15)
('tracing', 15)
('5', 14)
('rate', 13)
('imported', 13)
('#covid19', 12)
('mask', 12)
('thailand', 12)
('sg', 12)
"
20/09/2020,"('singapore', 189)
('tracing', 97)
('rolls', 96)
('tokens', 54)
('#singapore', 33)
('cases', 33)
('news', 32)
('singapore,', 28)
('bbc', 26)
('mask', 26)
('18', 21)
('people', 19)
('community', 19)
('imported', 17)
('4', 15)
('including', 14)
('#healthcare', 12)
('sg', 12)
('#health', 11)
('tokens.', 10)
"
21/09/2020,"('singapore', 179)
('cases', 44)
('mask', 36)
('#singapore', 34)
('robot', 29)
('swab', 28)
('rolls', 26)
('31', 25)
('tracing', 25)
('singapore,', 25)
('tokens', 20)
('reduce', 18)
('sg', 18)
('news', 18)
('test', 17)
('imported', 17)
('#covid19', 17)
('risk', 16)
('community', 16)
('amid', 16)
"
22/09/2020,"('singapore', 143)
('tokens', 51)
('contact-tracing', 49)
('bluetooth,', 45)
('cases', 40)
('singapore,', 40)
('sg', 37)
(""singapore's"", 33)
('21', 27)
('#singapore', 26)
('robot', 24)
('#covid19', 23)
('mask', 20)
('imported', 18)
('people', 17)
('here""', 17)
('including', 17)
('community', 16)
('""singapore\'s', 15)
('faster', 15)
"
